inventario	entity_type	occurrence	wikidata	wikidata_code	VIAF_ID	wikidata_uri
RDq 372	PER	San Giovanni Genet	San Giovanni Genet		
RDq 376	PER	Venturina	Russel Evan L. Venturina	Q36671253	
RDq 376	PER	pascaliani	Blaise Pascal	Q1290	29538862
RDq 377	PER	Gius. Ungaretti	Giuseppe Ungaretti	Q311802	89710987
RDq 377	PER	Dino Campana	Dino Campana	Q2271183	7387912
RDq 377	PER	Leonardo	Leonardo da Vinci	Q762	24604287
RDq 381	PER	Manet	Édouard Manet	Q40599	97379936
RDq 381	PER	Garzanti	Garzanti		
RDq 387	PER	Joseph Conrad	Joseph Conrad	Q82925	73862853
RDq 388	PER	Mallarme	Stéphane Mallarmé	Q767	51692711
RDq 388	PER	Vuillard	Édouard Vuillard	Q239394	17397031
RDq 389	PER	Blaise Pascal	Blaise Pascal	Q1290	29538862
RDq 389	PER	Henry Brulard	Stendhal	Q502	17823
RDq 389	PER	Baudelaire	Charles Baudelaire	Q501	17218730
RDq 390	PER	Baudelaire	Charles Baudelaire	Q501	17218730
RDq 390	PER	Blaise Pascal	Blaise Pascal	Q1290	29538862
RDq 391	PER	Dino Campana	Dino Campana	Q2271183	7387912
RDq 393	PER	Nerval	Gérard de Nerval	Q191305	24596532
RDq 397	PER	Felice Giani	Felice Giani	Q3105258	37089976
RDq 398	PER	Campana	Dino Campana	Q2271183	7387912
RDq 398	PER	Cardarelli	Vincenzo Cardarelli	Q922237	46755526
RDq 400	PER	Leonardo	Leonardo da Vinci	Q762	24604287
RDq 401	PER	Elio Vittorini	Elio Vittorini	Q468658	27072824
RDq 401	PER	Dostoiewski	Fyodor Dostoyevsky	Q991	104023256
RDq 401	PER	Elio Vittorini	Elio Vittorini	Q468658	27072824
RDq 402	PER	Hemingway	Ernest Hemingway	Q23434	97006051
RDq 403	PER	Saint-Just	Louis Antoine de Saint-Just	Q27764	22137301
RDq 404	PER	J. Heinrich Fussli	Henry Fuseli	Q122382	53061
RDq 404	PER	G. Morandi	Giorgio Morandi	Q309618	7399099
RDq 404	PER	J. H. Fussli	Henry Fuseli	Q122382	53061
RDq 404	PER	Morandi	Giorgio Morandi	Q309618	7399099
RDq 404	PER	Vanelli	Gino Vannelli	Q1345565	51878903
RDq 405	PER	Leopardi	Giacomo Leopardi	Q172599	12311353
RDq 406	PER	Paul Cezanne	Paul Cézanne	Q35548	39374836
RDq 406	PER	Odilon Redon	Odilon Redon	Q154349	73859058
RDq 406	PER	Renato Serra	Renato Serra	Q3932800	68948433
RDq 406	PER	Paul Cezanne	Paul Cézanne	Q35548	39374836
RDq 408	PER	Dostoiewski	Fyodor Dostoyevsky	Q991	104023256
RDq 409	PER	V. Cardarelli	Vincenzo Cardarelli	Q922237	46755526
RDq 410	PER	Rimbaud	Arthur Rimbaud	Q493	7396281
RDq 410	PER	Morandi	Giorgio Morandi	Q309618	7399099
RDq 411	PER	Ritratto del padre	Ritratto del padre		
RDq 412	PER	Ungaretti	Giuseppe Ungaretti	Q311802	89710987
RDq 412	PER	Ungaretti	Giuseppe Ungaretti	Q311802	89710987
RDq 412	PER	Giuseppe Ungaretti	Giuseppe Ungaretti	Q311802	89710987
RDq 414	PER	Baudelaire	Charles Baudelaire	Q501	17218730
RDq 416	PER	Arthur Rimbaud	Arthur Rimbaud	Q493	7396281
RDq 423	PER	Morandi	Giorgio Morandi	Q309618	7399099
RDq 423	PER	Morandi	Giorgio Morandi	Q309618	7399099
RDq 423	PER	Giorgio Morandi	Giorgio Morandi	Q309618	7399099
RDq 424	PER	Carracci	Carracci		
RDq 424	PER	Cesi	Bartolomeo Cesi	Q2606854	69203106
RDq 424	PER	Morandi	Giorgio Morandi	Q309618	7399099
RDq 424	PER	Romanino	Girolamo Romanino	Q732766	122377180
RDq 425	PER	Giuseppe	Giuseppe Raimondi	Q3771293	7457679
RDq 426	PER	Giuseppe	Giuseppe Raimondi	Q3771293	7457679
RDq 427	PER	Bacchelli	Riccardo Bacchelli	Q650303	64044782
RDq 427	PER	Riccardo Bacchelli	Riccardo Bacchelli	Q650303	64044782
RDq 431	PER	Paul Valery	Paul Valéry	Q200639	61553403
RDq 431	PER	Descartes	René Descartes	Q9191	41838958
RDq 436	PER	Stendhal	Stendhal	Q502	17823
RDq 436	PER	Ottone Rosai	Ottone Rosai	Q719109	76345389
RDq 439	PER	Caletti	Giuseppe Caletti	Q3108002	95721816
RDq 439	PER	Giuseppe Caletti	Giuseppe Caletti	Q3108002	95721816
RDq 440	PER	Giacobbe	Giacobbe		
RDq 442	PER	Giulio Cesare	Giulio Cesare		
RDq 442	PER	Shakespeare	William Shakespeare	Q692	96994048
RDq 444	PER	Dante	Dante Alighieri	Q1067	97105654
RDq 444	PER	Dante	Dante Alighieri	Q1067	97105654
RDq 445	PER	V. Cardarelli	Vincenzo Cardarelli	Q922237	46755526
RDq 446	PER	Rimbaud	Arthur Rimbaud	Q493	7396281
RDq 447	PER	Rimbaud	Arthur Rimbaud	Q493	7396281
RDq 451	PER	Nerval	Gérard de Nerval	Q191305	24596532	https://www.wikidata.org/wiki/Q191305
RDq 451	PER	Baudelaire	Charles Baudelaire	Q501	17218730	https://www.wikidata.org/wiki/Q501
RDq 451	PER	Rimbaud	Arthur Rimbaud	Q493	7396281	https://www.wikidata.org/wiki/Q493
RDq 451	PER	G. De Nerval	Gérard de Nerval	Q191305	24596532	https://www.wikidata.org/wiki/Q191305
RDq 453	PER	Rimbaud	Arthur Rimbaud	Q493	7396281	https://www.wikidata.org/wiki/Q493
RDq 453	PER	Germain Nouveau	Germain Nouveau	Q611066	54152119	https://www.wikidata.org/wiki/Q611066
RDq 453	PER	Paul Verlaine	Paul Verlaine	Q755	4937684	https://www.wikidata.org/wiki/Q755
RDq 453	PER	Charles Cros	Charles Cros	Q356575	19676238	https://www.wikidata.org/wiki/Q356575
RDq 454	PER	Longhi	Roberto Longhi	Q1361667	39380437	https://www.wikidata.org/wiki/Q1361667
RDq 460	PER	Ottone Rosai	Ottone Rosai	Q719109	76345389	https://www.wikidata.org/wiki/Q719109
