Inventario;Tipo materiale dell'inventario;Valore inventariale;Prezzo acquisto;Dati scarto/cancellazione;Sezione;Collocazione;Specificazione;Sequenza;Data inv.;Stato copia;Disponibilità;Precisazione inventario;Tipo provenienza;Tipo materiale;Tipo documento;Id.;Id. SBN;Descrizione isbd;Legami con titoli superiori o supplementi
RDm 172 ;;0;0;;FR.A;CORRISP;GIGLP; ;23/02/93;;;L 4, BI 1;A ACQUISTO;Mat. document.-manoscr;Carteggio;3625551;;"[*Lettere e biglietto illustrato 1918 novembre 16] - 1969 agosto 9, Milano [e] Finale Emilia [a Giuseppe] Raimondi / Piero Gigli. - [1918]-1969. - 8 p. su 5 c. ; 288 x 224 mm + 4 buste + ritaglio di giornale (1 c.). ((Prima data tratta dal timbro postale. - Allegato articolo di P. G. ""Favola marina"".";FA PARTE DI Mat. document.-manoscr 3621047 [*Corrispondenza di Giuseppe Raimondi]. - Fascicoli. ((Organizzata dallo stesso Giuseppe Raimondi in ordine di mittente.
RDm 173 ;;0;0;;FR.A;CORRISP;GIANF; ;23/02/93;;;;A ACQUISTO;Mat. document.-manoscr;Carteggio;3625552;;"[*Lettera] 1964 marzo 31, Bologna [a Giuseppe] Raimondi / [Francesco] Giangreco. - 1964. - 1 c. ; 190 x 228 mm + 1 busta. ((Lettera ms. su carta intestata.";FA PARTE DI Mat. document.-manoscr 3621047 [*Corrispondenza di Giuseppe Raimondi]. - Fascicoli. ((Organizzata dallo stesso Giuseppe Raimondi in ordine di mittente.
RDm 174 ;;0;0;;FR.A;CORRISP;GIANNF; ;23/02/93;;;;A ACQUISTO;Mat. document.-manoscr;Carteggio;3625554;;"[*Lettera] 1975 giugno 15, Milano [a Giuseppe] Raimondi / Ferdinando Giannessi. - 1975. - 1 c. ; 298 x 210 mm + 1 busta. ((Lettera ms. su carta intestata personale.";FA PARTE DI Mat. document.-manoscr 3621047 [*Corrispondenza di Giuseppe Raimondi]. - Fascicoli. ((Organizzata dallo stesso Giuseppe Raimondi in ordine di mittente.
RDm 175 ;;0;0;;FR.A;CORRISP;GIAMD; ;23/02/93;;;;A ACQUISTO;Mat. document.-manoscr;Carteggio;3625553;;"[*Lettera] 1971 giugno 14, Firenze [a Giuseppe] Raimondi / Dante Giampieri. - 1971. - 1 c. ; 304 x 210 mm + 1 busta. ((Ms.";FA PARTE DI Mat. document.-manoscr 3621047 [*Corrispondenza di Giuseppe Raimondi]. - Fascicoli. ((Organizzata dallo stesso Giuseppe Raimondi in ordine di mittente.
RDm 176 ;;0;0;;FR.A;CORRISP;GIACOM; ;23/02/93;;;L 2, BI 1;A ACQUISTO;Mat. document.-manoscr;Carteggio;3625556;;"[*Lettere e biglietto intestato] 1954 febbraio 12 - 1963 dicembre 31, Bologna [a] Giuseppe Raimondi / [?] Giacomelli. - 1954-1963. - 5 p. su 3 c. ; 280 x 224 mm + 3 buste. ((Lettere e biglietto su carta intestata ""Accademia clementina, Bologna"".";FA PARTE DI Mat. document.-manoscr 3621047 [*Corrispondenza di Giuseppe Raimondi]. - Fascicoli. ((Organizzata dallo stesso Giuseppe Raimondi in ordine di mittente.
RDm 177 ;;0;0;;FR.A;CORRISP;MARTIN; ;23/02/93;;;L 8, CP 8;A ACQUISTO;Mat. document.-manoscr;Carteggio;3625555;;"[*Lettere e cartoline postali] 1957 maggio 31 - 1971 Pasqua, Roma [a Giuseppe] Raimondi / Carlo Martini. - 1957-1971. - 16 c. ; 290 x 230 mm + 6 buste + estratto (3 c.) + ritaglio di giornale (1 c.). ((Due lettere su carta intestata ""Vallecchi editore"". - Allegati articolo di C. M. sul volume di G. R. ""La valigia delle Indie"" e un suo articolo da ""L'unione sarda"" del 13 settembre 1963.";FA PARTE DI Mat. document.-manoscr 3621047 [*Corrispondenza di Giuseppe Raimondi]. - Fascicoli. ((Organizzata dallo stesso Giuseppe Raimondi in ordine di mittente.
RDm 178 ;;0;0;;FR.A;CORRISP;GRIEF; ;23/02/93;;;CI 3;A ACQUISTO;Mat. document.-manoscr;Carteggio;3625557;;"[*Cartoline intestate 1915 ottobre 22] - 1917 gennaio 26, [Napoli] [a] Giuseppe Raimondi / Francesco Grieco. - [1915]-1917. - 3 c. ; 90 x 140 mm. ((Cartoline intestate ""Eco della cultura"". - Prima data e luogo tratti dai timbri postali.";FA PARTE DI Mat. document.-manoscr 3621047 [*Corrispondenza di Giuseppe Raimondi]. - Fascicoli. ((Organizzata dallo stesso Giuseppe Raimondi in ordine di mittente.
RDm 179 ;;0;0;;FR.A;CORRISP;GRILM; ;23/02/93;;;L 2;A ACQUISTO;Mat. document.-manoscr;Carteggio;3625558;;"[*Lettere] 1969 novembre 10 - 1970 ottobre 15, Roma [a Giuseppe] Raimondi / Massimo Grillandi. - 1969-1970. - 3 p. su 2 c. ; 280 x 220 mm + 2 buste.";FA PARTE DI Mat. document.-manoscr 3621047 [*Corrispondenza di Giuseppe Raimondi]. - Fascicoli. ((Organizzata dallo stesso Giuseppe Raimondi in ordine di mittente.
RDm 180 ;;0;0;;FR.A;CORRISP;GUADM; ;23/02/93;;;;A ACQUISTO;Mat. document.-manoscr;Carteggio;3625560;;"[*Lettera] 1968 luglio 31, Bologna [a Giuseppe Raimondi] / Mario [Guadagnini]. - 1968. - 1 c. ; 244 x 175 mm + 1 busta. ((Ms.";FA PARTE DI Mat. document.-manoscr 3621047 [*Corrispondenza di Giuseppe Raimondi]. - Fascicoli. ((Organizzata dallo stesso Giuseppe Raimondi in ordine di mittente.
RDm 181 ;;0;0;;FR.A;CORRISP;JEANR; ;23/02/93;;;;A ACQUISTO;Mat. document.-manoscr;Carteggio;3625559;;"[*Lettre] 1953 janvier 27, Rennes [a Giuseppe Raimondi] / Raymond Jean. - 1953. - 2 p. su 1 c. ; 211 x 136 mm + 1 busta. ((Lettera ms. su carta intestata ""Faculte des lettres, Universite de Rennes"".";FA PARTE DI Mat. document.-manoscr 3621047 [*Corrispondenza di Giuseppe Raimondi]. - Fascicoli. ((Organizzata dallo stesso Giuseppe Raimondi in ordine di mittente.
RDm 182 ;;0;0;;FR.A;CORRISP;GRANAG; ;23/02/93;;;;A ACQUISTO;Mat. document.-manoscr;Carteggio;3625561;;"[*Lettera] 1947 novembre 30, Perugia [a Giuseppe] Raimondi / Giuseppe Granata. - 1947. - 1 c. ; 205 x 157 mm + 1 busta. ((Lettera ms. su carta intestata ""Sagra musicale dell'Umbria"".";FA PARTE DI Mat. document.-manoscr 3621047 [*Corrispondenza di Giuseppe Raimondi]. - Fascicoli. ((Organizzata dallo stesso Giuseppe Raimondi in ordine di mittente.
RDm 183 ;;0;0;;FR.A;CORRISP;LISSE; ;23/02/93;;;;A ACQUISTO;Mat. document.-manoscr;Carteggio;3625562;;"[*Lettera] 1963 febbraio 10, Roma [a Giuseppe] Raimondi / Elena Lissia. - 1963. - 2 p. su 1 c. ; 210 x 145 mm + 1 busta. ((Lettera ms. su carta intestata personale.";FA PARTE DI Mat. document.-manoscr 3621047 [*Corrispondenza di Giuseppe Raimondi]. - Fascicoli. ((Organizzata dallo stesso Giuseppe Raimondi in ordine di mittente.
RDm 184 ;;0;0;;FR.A;CORRISP;LOFAE; ;23/02/93;;;;A ACQUISTO;Mat. document.-manoscr;Carteggio;3625565;;"[*Lettera] 1964 giugno 15, Rosali [a Giuseppe] Raimondi / Enzo Lofaro. - 1964. - 2 p. su 1 c. ; 325 x 210 mm + 1 busta. ((Ms.";FA PARTE DI Mat. document.-manoscr 3621047 [*Corrispondenza di Giuseppe Raimondi]. - Fascicoli. ((Organizzata dallo stesso Giuseppe Raimondi in ordine di mittente.
RDm 185 ;;0;0;;FR.A;CORRISP;YOUNS; ;23/02/93;;;L 2;A ACQUISTO;Mat. document.-manoscr;Carteggio;3625563;;"[*Lettres] 1949 juin 12 - 1950 fevrier 8, Bruxelles [a Giuseppe] Raimondi / S. Young. - 1949-1950. - 2 c. ; 275 x 215 mm + 1 busta. ((Una lettera su carta intestata ""Seminaire des arts"".";FA PARTE DI Mat. document.-manoscr 3621047 [*Corrispondenza di Giuseppe Raimondi]. - Fascicoli. ((Organizzata dallo stesso Giuseppe Raimondi in ordine di mittente.
RDm 186 ;;0;0;;FR.A;CORRISP;LADEG; ;23/02/93;;;;A ACQUISTO;Mat. document.-manoscr;Carteggio;3625564;;"[*Lettera] 1966 gennaio 15, Gimigliano [a Giuseppe] Raimondi / Giuseppe La Deda. - 1966. - 1 c. ; 281 x 222 mm + 1 busta. ((Ms.";FA PARTE DI Mat. document.-manoscr 3621047 [*Corrispondenza di Giuseppe Raimondi]. - Fascicoli. ((Organizzata dallo stesso Giuseppe Raimondi in ordine di mittente.
RDm 187 ;;0;0;;FR.A;CORRISP;INCEA; ;23/02/93;;;L 3;A ACQUISTO;Mat. document.-manoscr;Carteggio;3625566;;"[*Lettere] 1967 febbraio 15 - 1978 novembre 11, Reggio Emilia [a Giuseppe] Raimondi / Achille Incerti. - 1967-1978. - 5 p. su 3 c. ; 307 x 210 mm + 3 buste.";FA PARTE DI Mat. document.-manoscr 3621047 [*Corrispondenza di Giuseppe Raimondi]. - Fascicoli. ((Organizzata dallo stesso Giuseppe Raimondi in ordine di mittente.
RDm 188 ;;0;0;;FR.A;CORRISP;HALEG; ;23/02/93;;;;A ACQUISTO;Mat. document.-manoscr;Carteggio;3625567;;"[*Lettera] 1971 marzo 12, Genova [a Giuseppe] Raimondi / [Guglielmo] Hales. - 1971. - 1 c. ; 289 x 228 mm + 1 busta + fotocopie (2 c.). ((Lettera ms. su carta intestata personale. - Allegate fotocopie di un quadro e di una perizia ms. di G. R.";FA PARTE DI Mat. document.-manoscr 3621047 [*Corrispondenza di Giuseppe Raimondi]. - Fascicoli. ((Organizzata dallo stesso Giuseppe Raimondi in ordine di mittente.
RDm 189 ;;0;0;;FR.A;CORRISP;LEGAL; ;23/02/93;;;L 2, CP 1;A ACQUISTO;Mat. document.-manoscr;Carteggio;3625568;;"[*Lettere e cartolina postale] 1964 marzo 5 - 1964 giugno 6, Milano [a Giuseppe] Raimondi / Leone Lega. - 1964. - 3 c. ; 278 x 220 mm + 2 buste.";FA PARTE DI Mat. document.-manoscr 3621047 [*Corrispondenza di Giuseppe Raimondi]. - Fascicoli. ((Organizzata dallo stesso Giuseppe Raimondi in ordine di mittente.
RDm 190 ;;0;0;;FR.A;CORRISP;LEONL; ;23/02/93;;;LeR 2;A ACQUISTO;Mat. document.-manoscr;Carteggio;3625571;;"[*Lettera] 1955 luglio 15, Bologna [a Giuseppe] Raimondi / [Leonida] Leoni. [Lettera] 1960 febbraio 23, Bologna [a Leonida] Leoni / Giuseppe Raimondi. - 1955-1960. - 2 c. ; 280 x 220 mm + 1 busta. ((Ms. - Lettera di G. R. minuta ds.";FA PARTE DI Mat. document.-manoscr 3621047 [*Corrispondenza di Giuseppe Raimondi]. - Fascicoli. ((Organizzata dallo stesso Giuseppe Raimondi in ordine di mittente.
RDm 191 ;;0;0;;FR.A;CORRISP;LENOG; ;23/02/93;;;L 3;A ACQUISTO;Mat. document.-manoscr;Carteggio;3625570;;"[*Lettere] 1950 giugno 21 - 1969 gennaio 28, [Milano a Giuseppe] Raimondi / Guido Le Noci. - 1950-1969. - 3 c. ; 297 x 210 mm + 3 buste + dattiloscritto (1 c.). ((Due lettere su carta intestata ""Galleria Borromini"", una lettera su carta intestata ""Galleria Apollinaire edizioni"". - Allegato comunicato da pubblicare su ""Il resto del carlino"".";FA PARTE DI Mat. document.-manoscr 3621047 [*Corrispondenza di Giuseppe Raimondi]. - Fascicoli. ((Organizzata dallo stesso Giuseppe Raimondi in ordine di mittente.
RDm 192 ;;0;0;;FR.A;CORRISP;LAVARA; ;23/02/93;;;;A ACQUISTO;Mat. document.-manoscr;Carteggio;3625569;;"[*Lettera] 1969 marzo 23, Vercelli [a Giuseppe Raimondi] / Antonio Lavarino. - 1969. - 1 c. ; 297 x 210 mm + 1 busta. ((Ms.";FA PARTE DI Mat. document.-manoscr 3621047 [*Corrispondenza di Giuseppe Raimondi]. - Fascicoli. ((Organizzata dallo stesso Giuseppe Raimondi in ordine di mittente.
RDm 193 ;;0;0;;FR.A;CORRISP;LEONL; ;23/02/93;;;L 2;A ACQUISTO;Mat. document.-manoscr;Carteggio;3625572;;"[*Lettere] 1955 agosto 11 - 1976 giugno 7, Firenze [a Giuseppe] Raimondi / Leonetto Leoni. - 1955-1976. - 3 p. su 2 c. ; 291 x 197 mm + 2 buste.";FA PARTE DI Mat. document.-manoscr 3621047 [*Corrispondenza di Giuseppe Raimondi]. - Fascicoli. ((Organizzata dallo stesso Giuseppe Raimondi in ordine di mittente.
RDm 194 ;;0;0;;FR.A;CORRISP;LAJOD; ;23/02/93;;;;A ACQUISTO;Mat. document.-manoscr;Carteggio;3625573;;"[*Lettera] 1949 settembre 9, Milano [a Giuseppe] Raimondi / Davide Lajolo (Ulisse). - 1949. - 1 c. ; 288 x 219 mm. ((Lettera ds. su carta intestata ""L'unita"".";FA PARTE DI Mat. document.-manoscr 3621047 [*Corrispondenza di Giuseppe Raimondi]. - Fascicoli. ((Organizzata dallo stesso Giuseppe Raimondi in ordine di mittente.
RDm 195 ;;0;0;;FR.A;CORRISP;LEONC; ;23/02/93;;;;A ACQUISTO;Mat. document.-manoscr;Carteggio;3625574;;"[*Lettera] 1960 agosto 18, [s.l.] [a Giuseppe Raimondi] / [Carlo] Leoni. - 1960. - 1 c. ; 296 x 190 mm + 1 busta. ((Ms.";FA PARTE DI Mat. document.-manoscr 3621047 [*Corrispondenza di Giuseppe Raimondi]. - Fascicoli. ((Organizzata dallo stesso Giuseppe Raimondi in ordine di mittente.
RDm 196 ;;0;0;;FR.A;CORRISP;GUASM; ;23/02/93;;;L 2, CI 1, B 1;A ACQUISTO;Mat. document.-manoscr;Carteggio;3625575;;"[*Lettere, cartolina illustrata e biglietto] 1959 aprile 16 - 1964 novembre 15, Firenze [e] Parigi [a Giuseppe] Raimondi / Marcello Guasti. - 1959-1964. - 4 c. ; 279 x 210 mm.";FA PARTE DI Mat. document.-manoscr 3621047 [*Corrispondenza di Giuseppe Raimondi]. - Fascicoli. ((Organizzata dallo stesso Giuseppe Raimondi in ordine di mittente.
RDm 197 ;;0;0;;FR.A;CORRISP;GUARS; ;23/02/93;;;L 6, CP 2;A ACQUISTO;Mat. document.-manoscr;Carteggio;3625576;;"[*Lettere e cartoline postali] 1949 aprile 14 - [1949 luglio 24, Brusselle etc.] [a Giuseppe Raimondi] / Silvio Guarnieri. - 1949. - 14 p. su 10 c. ; 279 x 215 mm + 5 buste. ((Cinque lettere su carta intestata ""Istituto di cultura italiana in Brusselle"". - Seconda data tratta dal timbro postale.";FA PARTE DI Mat. document.-manoscr 3621047 [*Corrispondenza di Giuseppe Raimondi]. - Fascicoli. ((Organizzata dallo stesso Giuseppe Raimondi in ordine di mittente.
RDm 198 ;;0;0;;FR.A;CORRISP;GIUDG; ;23/02/93;;;;A ACQUISTO;Mat. document.-manoscr;Carteggio;3625577;;"[*Lettera] 1970 giugno 8, Milano [a Giuseppe] Raimondi / Giovanni Giudici. - 1970. - 1 c. ; 296 x 211 mm. ((Ms.";FA PARTE DI Mat. document.-manoscr 3621047 [*Corrispondenza di Giuseppe Raimondi]. - Fascicoli. ((Organizzata dallo stesso Giuseppe Raimondi in ordine di mittente.
RDm 199 ;;0;0;;FR.A;CORRISP;GIROR; ;23/02/93;;;L 2, R 1;A ACQUISTO;Mat. document.-manoscr;Carteggio;3625579;;"[*Lettres] 1950 janvier 30 - 1950 mars 6, Bruxelles [a Giuseppe] Raimondi / Robert Giron. [Lettera] 1950 febbraio 1, Bologna [a Robert] Giron / Giuseppe Raimondi. - 1950. - 3 c. ; 276 x 219 mm + 2 buste. ((Lettere di R. G. su carta intestata ""Societe auxiliaire des expositions du Palais des beaux-arts"". - Lettera di G. R. minuta ds. non firmata.";FA PARTE DI Mat. document.-manoscr 3621047 [*Corrispondenza di Giuseppe Raimondi]. - Fascicoli. ((Organizzata dallo stesso Giuseppe Raimondi in ordine di mittente.
RDm 200 ;;0;0;;FR.A;CORRISP;GILA; ;23/02/93;;;;A ACQUISTO;Mat. document.-manoscr;Carteggio;3625578;;"[*Lettera 1950?] ottobre 18, Locarno [a Giuseppe] Raimondi / [?] Gilardoni. - [1950?]. - 1 c. ; 297 x 210 mm. ((Lettera ms. senza anno.";FA PARTE DI Mat. document.-manoscr 3621047 [*Corrispondenza di Giuseppe Raimondi]. - Fascicoli. ((Organizzata dallo stesso Giuseppe Raimondi in ordine di mittente.
RDm 201 ;;0;0;;FR.A;CORRISP;LUPOE; ;23/02/93;;;L 4;A ACQUISTO;Mat. document.-manoscr;Carteggio;3625580;;"[*Lettere] 1958 marzo 1 - 1967 aprile 26, Firenze [a Giuseppe] Raimondi / Eugenio Luporini. - 1958-1967. - 5 p. su 4 c. ; 285 x 226 mm + 4 buste + lettera (1 c.). ((Tre lettere su carta intestata ""Istituto di storia dell'arte, Universita degli studi di Pisa"". - Allegata lettera circolare su carta intestata ""Istituto di storia dell'arte"".";FA PARTE DI Mat. document.-manoscr 3621047 [*Corrispondenza di Giuseppe Raimondi]. - Fascicoli. ((Organizzata dallo stesso Giuseppe Raimondi in ordine di mittente.
RDm 202 ;;0;0;;FR.A;CORRISP;LURI; ;23/02/93;;;;A ACQUISTO;Mat. document.-manoscr;Carteggio;3625582;;"[*Biglietto intestato 1966] giugno 14, Bologna [a Giuseppe] Raimondi / [?] Luridiana. - [1966]. - 1 c. ; 103 x 156 mm + 1 busta. ((Biglietto ms. intestato ""Tribunale di Bologna, il giudice"". - Data tratta dal timbro postale.";FA PARTE DI Mat. document.-manoscr 3621047 [*Corrispondenza di Giuseppe Raimondi]. - Fascicoli. ((Organizzata dallo stesso Giuseppe Raimondi in ordine di mittente.
RDm 203 ;;0;0;;FR.A;CORRISP;LUCCR; ;23/02/93;;;L 6, R 2;A ACQUISTO;Mat. document.-manoscr;Carteggio;3625585;;"[*Lettere] 1958 ottobre 27 - 1965 maggio 20, Roma [a] Giuseppe Raimondi / Romeo Lucchese. [Lettere] 1958 novembre 11 - 1958 novembre 26, Bologna [a Romeo] Lucchese / Giuseppe Raimondi. - 1958-1965. - 11 p. su 9 c. ; 288 x 215 mm + 5 buste. ((Lettere di R. L. su carta intestata ""Istituto grafico tiberino"". - Lettere di G. R. minute ds. non firmate.";FA PARTE DI Mat. document.-manoscr 3621047 [*Corrispondenza di Giuseppe Raimondi]. - Fascicoli. ((Organizzata dallo stesso Giuseppe Raimondi in ordine di mittente.
RDm 204 ;;0;0;;FR.A;CORRISP;LONGO; ;23/02/93;;;;A ACQUISTO;Mat. document.-manoscr;Carteggio;3625581;;"[*Lettera] 1967 marzo 16, Bologna [a] Giuseppe Raimondi / Giorgio Longo. - 1967. - 1 c. ; 234 x 190 mm + 1 busta. ((Lettera ds. su carta intestata personale.";FA PARTE DI Mat. document.-manoscr 3621047 [*Corrispondenza di Giuseppe Raimondi]. - Fascicoli. ((Organizzata dallo stesso Giuseppe Raimondi in ordine di mittente.
RDm 205 ;;0;0;;FR.A;CORRISP;LONGOG; ;23/02/93;;;CP 5, L 3;A ACQUISTO;Mat. document.-manoscr;Carteggio;3625584;;"[*Cartoline intestate e lettere] 1952 giugno 4 - 1966 dicembre 5, Bologna [e] Venezia [a Giuseppe] Raimondi / Giuseppe Longo. - 1952-1966. - 10 p. su 8 c. ; 289 x 227 mm + 6 buste. ((Una cartolina e una lettera intestate ""Giornale dell'Emilia"", tutte le altre intestate ""Il gazzettino"".";FA PARTE DI Mat. document.-manoscr 3621047 [*Corrispondenza di Giuseppe Raimondi]. - Fascicoli. ((Organizzata dallo stesso Giuseppe Raimondi in ordine di mittente.
RDm 206 ;;0;0;;FR.A;CORRISP;GOLFE; ;23/02/93;;;L 5, R 1;A ACQUISTO;Mat. document.-manoscr;Carteggio;3625586;;"[*Lettere] 1954 gennaio 16 - 1968 novembre 20, Faenza [a] Giuseppe Raimondi / Ennio Golfieri. [Lettera] 1964 settembre 30, Bologna [a Ennio] Golfieri / Giuseppe Raimondi. - 1954-1968. - 7 c. ; 286 x 227 mm + 5 buste. ((Una lettera su carta  intestata ""Mostra degli artisti romagnoli dell'Ottocento"". - Lettera di G. R. minuta ds.";FA PARTE DI Mat. document.-manoscr 3621047 [*Corrispondenza di Giuseppe Raimondi]. - Fascicoli. ((Organizzata dallo stesso Giuseppe Raimondi in ordine di mittente.
RDm 207 ;;0;0;;FR.A;CORRISP;LODIF; ;23/02/93;;;CP 1, L 3, CI 1;A ACQUISTO;Mat. document.-manoscr;Carteggio;3625583;;"[*Cartolina postale, lettere e cartolina illustrata] 1943 dicembre 23 - 1954 agosto 23, Riccione [a Giuseppe] Raimondi / [?] Lodi Fe. - 1943-1954. - 6 p. su 5 c. ; 290 x 229 mm + 2 buste + fotografia (1 c.). ((Allegata riproduzione di un quadro.";FA PARTE DI Mat. document.-manoscr 3621047 [*Corrispondenza di Giuseppe Raimondi]. - Fascicoli. ((Organizzata dallo stesso Giuseppe Raimondi in ordine di mittente.
RDm 208 ;;0;0;;FR.A;CORRISP;MENAG; ;23/02/93;;;;A ACQUISTO;Mat. document.-manoscr;Carteggio;3625587;;"[*Biglietto da visita] 1964 gennaio 25, Bologna [a Giuseppe Raimondi] / Gianni Menarini. - 1964. - 2 p. su 1 c. ; 70 x 106 mm + 1 busta. ((Ms.";FA PARTE DI Mat. document.-manoscr 3621047 [*Corrispondenza di Giuseppe Raimondi]. - Fascicoli. ((Organizzata dallo stesso Giuseppe Raimondi in ordine di mittente.
RDm 209 ;;0;0;;FR.A;CORRISP;MENAA; ;23/02/93;;;L 3;A ACQUISTO;Mat. document.-manoscr;Carteggio;3625589;;"[*Lettere] 1960 luglio 11 - 1963 dicembre 17, Bologna [a Giuseppe] Raimondi / Alberto Menarini. - 1960-1963. - 5 p. su 3 c. ; 309 x 211 mm + 2 buste.";FA PARTE DI Mat. document.-manoscr 3621047 [*Corrispondenza di Giuseppe Raimondi]. - Fascicoli. ((Organizzata dallo stesso Giuseppe Raimondi in ordine di mittente.
RDm 210 ;;0;0;;FR.A;CORRISP;MAJNL; ;23/02/93;;;L 5, R 1;A ACQUISTO;Mat. document.-manoscr;Carteggio;3625592;;"[*Lettere] 1971 febbraio 10 - 1973 aprile [s.g.], Milano [a] Giuseppe Raimondi / Luigi Majno. [Lettera] 1971 febbraio 16, Bologna [a] Luigi Majno / Giuseppe Raimondi. - 1971-1973. - 8 p. su 6 c. ; 296 x 209 mm + 1 busta. ((Quattro lettere di L. M. su carta intestata ""M'arte, Milano"". - Lettera di G. R. minuta ds. non firmata.";FA PARTE DI Mat. document.-manoscr 3621047 [*Corrispondenza di Giuseppe Raimondi]. - Fascicoli. ((Organizzata dallo stesso Giuseppe Raimondi in ordine di mittente.
RDm 211 ;;0;0;;FR.A;CORRISP;LOMBL; ;23/02/93;;;L 6, CI 1;A ACQUISTO;Mat. document.-manoscr;Carteggio;3625588;;"[*Lettere e cartolina illustrata] 1957 maggio 14 - 1958 agosto 13, Prato [a] Giuseppe Raimondi / Luigi Lombardi. - 1957-1958. - 8 p. su 7 c. ; 257 x 190 mm + 6 buste. ((Lettere su carta intestata personale.";FA PARTE DI Mat. document.-manoscr 3621047 [*Corrispondenza di Giuseppe Raimondi]. - Fascicoli. ((Organizzata dallo stesso Giuseppe Raimondi in ordine di mittente.
RDm 212 ;;0;0;;FR.A;CORRISP;GORLC; ;23/02/93;;;L 10, CP 6, R 1;A ACQUISTO;Mat. document.-manoscr;Carteggio;3625590;;"[*Lettere e cartoline postali] 1950 aprile 10 - [1951] marzo 1, Torino [e] Salisburgo [a Giuseppe] Raimondi / Claudio Gorlier. [Lettera] 1950 dicembre 17, Bologna [a] Adriano Seroni / Giuseppe Raimondi. - 1950-[1951]. - 31 p. su 17 c. ; 296 x 210 mm + 6 buste + ritaglio di giornale (1 c.) + dattiloscritto (5 c.). ((Seconda data tratta dal timbro postale. - Lettera di G. R. minuta ds. non firmata riguardante un suo dattiloscritto inviato a Seroni su suggerimento di Gorlier. - Allegati articolo ""Horizon"" e saggio su G. R. di C. G.";FA PARTE DI Mat. document.-manoscr 3621047 [*Corrispondenza di Giuseppe Raimondi]. - Fascicoli. ((Organizzata dallo stesso Giuseppe Raimondi in ordine di mittente.
RDm 213 ;;0;0;;FR.A;CORRISP;LODOF; ;23/02/93;;;L 3;A ACQUISTO;Mat. document.-manoscr;Carteggio;3625591;;"[*Lettere] 1960 ottobre 10 - 1961 gennaio 7, Bologna [a Giuseppe] Raimondi / Franco Lodoli. - 1960-1961. - 4 p. su 3 c. ; 274 x 174 mm + 3 buste. ((Tutte su carta intestata personale.";FA PARTE DI Mat. document.-manoscr 3621047 [*Corrispondenza di Giuseppe Raimondi]. - Fascicoli. ((Organizzata dallo stesso Giuseppe Raimondi in ordine di mittente.
RDm 214 ;;0;0;;FR.A;CORRISP;GORGG; ;23/02/93;;;L 9, R 1, CI 1, CP 2;A ACQUISTO;Mat. document.-manoscr;Carteggio;3625593;;"[*Lettere, cartolina illustrata e cartoline postali] 1928 gennaio 27 - 1963 settembre 19, Carpice di Moncalieri [etc.] [a Giuseppe] Raimondi / Giuseppe Gorgerino. [Lettera] 1963 settembre 18, Bologna [a] Giuseppe Gorgerino / Giuseppe Raimondi. - 1928-1963. - 19 p. su 14 c. ; 290 x 224 mm + 7 buste. ((Due lettere di G. G. su carta intestata ""Historia"". - Lettera di G. R. minuta ds. non firmata.";FA PARTE DI Mat. document.-manoscr 3621047 [*Corrispondenza di Giuseppe Raimondi]. - Fascicoli. ((Organizzata dallo stesso Giuseppe Raimondi in ordine di mittente.
RDm 215 ;;0;0;;FR.A;CORRISP;LADEPE; ;23/02/93;;;L 2;A ACQUISTO;Mat. document.-manoscr;Carteggio;3625594;;"[*Lettere] 1971 gennaio 11 - 1971 febbraio 4, Bologna [a Giuseppe] Raimondi / Eleonora Laderchi Pioli. - 1971. - 3 p. su 2 c. ; 277 x 220 mm + 2 buste.";FA PARTE DI Mat. document.-manoscr 3621047 [*Corrispondenza di Giuseppe Raimondi]. - Fascicoli. ((Organizzata dallo stesso Giuseppe Raimondi in ordine di mittente.
RDm 216 ;;0;0;;FR.A;CORRISP;JANNAP; ;23/02/93;;;L 5;A ACQUISTO;Mat. document.-manoscr;Carteggio;3625595;;"[*Lettere] 1958 agosto 14 - 1970 giugno 28, Milano [e] Roma [a Giuseppe Raimondi] / P. A. Jannini. - 1958-1970. - 5 c. ; 229 x 173 mm + 4 buste. ((Tre lettere su carta intestata ""Universita commerciale L. Bocconi"", due lettere su carta intestata ""Universita degli studi di Roma"".";FA PARTE DI Mat. document.-manoscr 3621047 [*Corrispondenza di Giuseppe Raimondi]. - Fascicoli. ((Organizzata dallo stesso Giuseppe Raimondi in ordine di mittente.
RDm 217 ;;0;0;;FR.A;CORRISP;GREGM; ;23/02/93;;;L 5, BV 1, B 1;A ACQUISTO;Mat. document.-manoscr;Carteggio;3625596;;"[*Lettere, biglietto da visita e biglietto] 1966 giugno 17 - 1974 marzo 13, Zurich [e] Firenze [a Giuseppe] Raimondi / Mina Gregori. - 1966-1974. - 8 p. su 7 c. ; 213 x 150 mm + 7 buste. ((Una lettera su carta intestata ""Hotel Eden au lac, Zurich"".";FA PARTE DI Mat. document.-manoscr 3621047 [*Corrispondenza di Giuseppe Raimondi]. - Fascicoli. ((Organizzata dallo stesso Giuseppe Raimondi in ordine di mittente.
