Inventario;Tipo materiale dell'inventario;Valore inventariale;Prezzo acquisto;Dati scarto/cancellazione;Sezione;Collocazione;Specificazione;Sequenza;Data inv.;Stato copia;Disponibilità;Precisazione inventario;Tipo provenienza;Tipo materiale;Tipo documento;Id.;Id. SBN;Descrizione isbd;Legami con titoli superiori o supplementi
RDm 519 ;;0;0;;FR.A;CORRISP;BETTID; ;27/02/93;;;L 2;A ACQUISTO;Mat. document.-manoscr;Carteggio;3625899;;"[*Lettere] 1953 dicembre 9 - 1953 dicembre 26, Pisa [a Giuseppe Raimondi] / Dina Bettini. - 1953. - 3 p. su 2 c. ; 330 x 227 mm + 2 buste.";FA PARTE DI Mat. document.-manoscr 3621047 [*Corrispondenza di Giuseppe Raimondi]. - Fascicoli. ((Organizzata dallo stesso Giuseppe Raimondi in ordine di mittente.
RDm 520 ;;0;0;;FR.A;CORRISP;CARDM; ;27/02/93;;;L 1, CP 2;A ACQUISTO;Mat. document.-manoscr;Carteggio;3625901;;"[*Lettera e cartoline postali 1917 giugno 8 - 1919] agosto 26, Napoli [a Giuseppe] Raimondi / Maria Cardini. - [1917-1919]. - 4 p. su 3 c. ; 211 x 141 mm + 1 busta. ((Date tratte dai timbri postali.";FA PARTE DI Mat. document.-manoscr 3621047 [*Corrispondenza di Giuseppe Raimondi]. - Fascicoli. ((Organizzata dallo stesso Giuseppe Raimondi in ordine di mittente.
RDm 521 ;;0;0;;FR.A;CORRISP;CASAA; ;27/02/93;;;L 2, B 1, R 1;A ACQUISTO;Mat. document.-manoscr;Carteggio;3625904;;"[*Lettere e biglietto] 1976 agosto 1 - 1977 agosto 2, Roma [a Giuseppe] Raimondi / Aglauco Casadio. [Lettera] 1976 agosto 19, Bologna [a Aglauco] Casadio / Giuseppe Raimondi. - 1976-1977. - 7 p. su 6 c. ; 280 x 220 mm + 2 buste. ((Biglietto senza data. - Lettera di G. R. minuta ds. non firmata.";FA PARTE DI Mat. document.-manoscr 3621047 [*Corrispondenza di Giuseppe Raimondi]. - Fascicoli. ((Organizzata dallo stesso Giuseppe Raimondi in ordine di mittente.
RDm 522 ;;0;0;;FR.A;CORRISP;BIASR; ;27/02/93;;;L 3, CI 2, P 1, BI 1;A ACQUISTO;Mat. document.-manoscr;Carteggio;3625861;;"[*Lettere, cartoline illustrate, pieghevole e biglietto illustrato] 1950 febbraio 12 - 1964 marzo 14, Verona [etc.] [a Giuseppe] Raimondi / Renzo Biasion. - 1950-1964. - 8 c. ; 289 x 229 mm + 4 buste + fascicolo (4 p. su 8 c.). ((Una lettera senza data. - Allegato fascicolo con raccontino di R. B.";FA PARTE DI Mat. document.-manoscr 3621047 [*Corrispondenza di Giuseppe Raimondi]. - Fascicoli. ((Organizzata dallo stesso Giuseppe Raimondi in ordine di mittente.
RDm 523 ;;0;0;;FR.A;CORRISP;BERTOC; ;27/02/93;;;L 9, CP 1, R 1;A ACQUISTO;Mat. document.-manoscr;Carteggio;3625908;;"[*Lettere e cartolina postale] 1946 novembre 9 - [1954 agosto 23], Monzuno [a Giuseppe] Raimondi / [Nino] Bertocchi. [Lettera 1953?] agosto 6, Bologna [a Nino] Bertocchi / Giuseppe Raimondi. - 1946-[1954]. - 16 p. su 12 c. ; 311 x 221 mm + 6 buste. ((Seconda data tratta dal timbro postale. - Una lettera senza data. - Lettera di G. R. minuta ds. non firmata senza anno.";FA PARTE DI Mat. document.-manoscr 3621047 [*Corrispondenza di Giuseppe Raimondi]. - Fascicoli. ((Organizzata dallo stesso Giuseppe Raimondi in ordine di mittente.
RDm 524 ;;0;0;;FR.A;CORRISP;BERTR; ;27/02/93;;;L 8;A ACQUISTO;Mat. document.-manoscr;Carteggio;3625903;;"[*Lettere] 1956 ottobre 29 - 1966 giugno 4, Bologna [a Giuseppe] Raimondi / Renata Bertocchi. - 1956-1966. - 11 p. su 8 c. ; 306 x 230 mm + 5 buste + fotografie (3 c.). ((Una lettera senza data. - Allegate fotografie di G. R. ad una mostra.";FA PARTE DI Mat. document.-manoscr 3621047 [*Corrispondenza di Giuseppe Raimondi]. - Fascicoli. ((Organizzata dallo stesso Giuseppe Raimondi in ordine di mittente.
RDm 525 ;;0;0;;FR.A;CORRISP;CANDI; ;27/02/93;;;;A ACQUISTO;Mat. document.-manoscr;Carteggio;3625905;;"[*Lettera] 1963 novembre 4, Venezia [a Giuseppe Raimondi] / Candio Italo. - 1963. - 1 c. ; 290 x 231 mm + 1 busta. ((Ds.";FA PARTE DI Mat. document.-manoscr 3621047 [*Corrispondenza di Giuseppe Raimondi]. - Fascicoli. ((Organizzata dallo stesso Giuseppe Raimondi in ordine di mittente.
RDm 526 ;;0;0;;FR.A;CORRISP;MONTUS; ;27/02/93;;;L 2;A ACQUISTO;Mat. document.-manoscr;Carteggio;3625906;;"[*Lettere s.d.-1974 febbraio 20, Bologna] [a Giuseppe Raimondi] / Giuseppina Montuschi Ceredi. - [19..?-1974]. - 3 p. su 2 c. ; 279 x 221 mm + 2 buste. ((Seconda data tratta dal timbro postale. - Le lettere contengono anche due poesie di G.M.C.  intitolate ""Sulle rive del Po"" e ""Faenza - Capodanno 1959"".";FA PARTE DI Mat. document.-manoscr 3621047 [*Corrispondenza di Giuseppe Raimondi]. - Fascicoli. ((Organizzata dallo stesso Giuseppe Raimondi in ordine di mittente.
RDm 527 ;;0;0;;FR.A;CORRISP;CAJU; ;27/02/93;;;L 3, CI 1, CP 1;A ACQUISTO;Mat. document.-manoscr;Carteggio;3625907;;"[*Lettere, cartolina intestata e cartolina postale] 1929 febbraio 28 - 1946 luglio 4, Milano [a] Giuseppe Raimondi / [Arrigo?] Cajumi. - 1929-1946. - 5 c. ; 284 x 227 mm + 1 busta. ((Due lettere su carta intestata ""L'ambrosiano"", cartolina intestata ""R. Bemporad & F.o editore"". - Il fascicolo contiene anche lettera su carta intestata ""L'ambrosiano"" firmata da Giulio Benedetti (1 c. + 1 busta).";FA PARTE DI Mat. document.-manoscr 3621047 [*Corrispondenza di Giuseppe Raimondi]. - Fascicoli. ((Organizzata dallo stesso Giuseppe Raimondi in ordine di mittente.
RDm 528 ;;0;0;;FR.A;CORRISP;MONTAL; ;27/02/93;;;CI 2, L 7, CP 1, R 3;A ACQUISTO;Mat. document.-manoscr;Carteggio;3625792;;"[*Cartoline intestate, lettere e cartolina postale] 1930 giugno 28 - 1957 febbraio 7, Firenze [e] Milano [a Giuseppe] Raimondi / Eugenio Montale. [Lettere] 1937 gennaio 26 - 1956 maggio 2, Bologna [a Eugenio] Montale / Giuseppe Raimondi. - 1930-1957. - 14 p. su 13 c. ; 297 x 211 mm + 4 buste. ((Cartoline intestate ""Gabinetto G.P. Vieusseux"", tre lettere su carta intestata ""Il mondo"", due lettere su carta intestata ""Letteratura"", due lettere su carta intestata ""Il nuovo corriere della sera"". - Lettera di A. Loria su quella di E.M. del 2 giugno 1945. - Lettere di G. R. minute ds. non firmate, lettera del 25 maggio 1955 in fotocopia (originale nel fascicolo Piero Jahier). - Il fascicolo contiene anche un dattiloscritto con sonetti di Shakespeare tradotti da E.M. (2 p. su 1 c. ; 280 x 221 mm).";FA PARTE DI Mat. document.-manoscr 3621047 [*Corrispondenza di Giuseppe Raimondi]. - Fascicoli. ((Organizzata dallo stesso Giuseppe Raimondi in ordine di mittente.
RDm 529 ;;0;0;;FR.A;CORRISP;CALLG; ;27/02/93;;;L 2, R 1;A ACQUISTO;Mat. document.-manoscr;Carteggio;3625909;;"[*Lettere 1953] marzo 22 - 1953 marzo 30, Firenze [a] Giuseppe Raimondi / Gino Calligaris. [Lettera] 1953 marzo 28 [a] Gino Calligaris / Giuseppe Raimondi. - 1953. - 3 c. ; 278 x 219 mm + 2 buste + ricevuta (1 c.). ((Una lettera su carta intestata personale. - Prima data tratta dal timbro postale. - Lettera di G. R. minuta ds. - Allegata ricevuta di assegno.";FA PARTE DI Mat. document.-manoscr 3621047 [*Corrispondenza di Giuseppe Raimondi]. - Fascicoli. ((Organizzata dallo stesso Giuseppe Raimondi in ordine di mittente.
RDm 530 ;;0;0;;FR.A;CORRISP;BIANR; ;27/02/93;;;L 8, R 2;A ACQUISTO;Mat. document.-manoscr;Carteggio;3625911;;"[*Lettere] 1942 settembre 25 - 1954 febbraio 18, Siena [etc.] [a] Giuseppe Raimondi / Ranuccio Bianchi Bandinelli. [Lettere] 1954 febbraio 10 - 1954 febbraio 17, Bologna [a] Ranuccio [Bianchi Bandinelli] / Giuseppe Raimondi. - 1942-1954. - 14 p. su 10 c. ; 271 x 211 mm + 7 buste. ((Una lettera su carta intestata ""Villa di Geggiano, Siena"", due lettere su carta intestata ""Ministero della pubblica istruzione, il direttore generale delle antichita e belle arti"", una lettera su carta intestata ""L'unita"". - Lettere di G. R. minute ds. non firmate.";FA PARTE DI Mat. document.-manoscr 3621047 [*Corrispondenza di Giuseppe Raimondi]. - Fascicoli. ((Organizzata dallo stesso Giuseppe Raimondi in ordine di mittente.
RDm 531 ;;0;0;;FR.A;CORRISP;CAMERI; ;27/02/93;;;L 11, CP 2, T 1;A ACQUISTO;Mat. document.-manoscr;Carteggio;3625910;;"[*Lettere, cartoline postali e telegramma] 1960 settembre 3 - 1965 giugno 22, Venezia [a Giuseppe] Raimondi / Aldo Camerino. - 1960-1965. - 14 c. ; 280 x 221 mm + 11 buste + ritaglio di giornale (1 c.). ((Una lettera e tre buste intestate ""Il gazzettino"". - Allegato articolo di A.C. su Raimondi. - Il fascicolo contiene anche due lettere della moglie di A.C., Ginevra Vivante Camerino, a G.R. (4 p. su 2 c. + 2 buste).";FA PARTE DI Mat. document.-manoscr 3621047 [*Corrispondenza di Giuseppe Raimondi]. - Fascicoli. ((Organizzata dallo stesso Giuseppe Raimondi in ordine di mittente.
RDm 532 ;;0;0;;FR.A;CORRISP;BONEF; ;27/02/93;;;L 24, CP 1, BI 1, CI 4, R 8;A ACQUISTO;Mat. document.-manoscr;Carteggio;3625914;;"[*Lettere, cartolina postale, biglietto illustrato e cartoline illustrate] 1957 settembre 12 - 1964 settembre 2, Bellinzona [etc.] [a Giuseppe] Raimondi / Fernando Bonetti. [Lettere] 1958 settembre 6 - 1959 giugno 3, Bologna [a Fernando] Bonetti / Giuseppe Raimondi. - 1957-1964. - 41 p. su 39 c. ; 296 x 209 mm + 20 buste + manoscritto (1 c.) + pieghevole (1 c.). ((Una lettera su carta intestata ""Ticino, Dipartimento della pubblica educazione"". - La lettera del 9 gennaio 1959 contiene un rescritto a firma illeggibile. - Una lettera con incollato ritaglio di giornale. - Lettere di G. R. minute ds. non firmate. - Allegati foglietto di appunti di G. R. e pieghevole sulla ""Gemalde Galerie Villa Favorita, Lugano"".";FA PARTE DI Mat. document.-manoscr 3621047 [*Corrispondenza di Giuseppe Raimondi]. - Fascicoli. ((Organizzata dallo stesso Giuseppe Raimondi in ordine di mittente.
RDm 533 ;;0;0;;FR.A;CORRISP;BURZF; ;27/02/93;;;;A ACQUISTO;Mat. document.-manoscr;Carteggio;3625912;;"[*Cartolina postale] 1929 marzo 20, Torino [a Giuseppe] Raimondi / F. Burzio. - 1929. - 1 c. ; 91 x 140 mm. ((Ms.";FA PARTE DI Mat. document.-manoscr 3621047 [*Corrispondenza di Giuseppe Raimondi]. - Fascicoli. ((Organizzata dallo stesso Giuseppe Raimondi in ordine di mittente.
RDm 534 ;;0;0;;FR.A;CORRISP;BRUNEI; ;27/02/93;;;;A ACQUISTO;Mat. document.-manoscr;Carteggio;3625913;;"[*Biglietto da visita 1970 marzo 25, Porretta Terme] [a Giuseppe Raimondi] / Isabella Brunetti. - [1970]. - 2 p. su 1 c. ; 69 x 106 mm + 1 busta. ((Data e luogo tratti dal timbro postale. - Ms.";FA PARTE DI Mat. document.-manoscr 3621047 [*Corrispondenza di Giuseppe Raimondi]. - Fascicoli. ((Organizzata dallo stesso Giuseppe Raimondi in ordine di mittente.
RDm 535 ;;0;0;;FR.A;CORRISP;BUCAP; ;27/02/93;;;;A ACQUISTO;Mat. document.-manoscr;Carteggio;3625919;;"[*Lettera] 1966 maggio 14, Roma [a] Giuseppe Raimondi / Palma Bucarelli. - 1966. - 1 c. ; 280 x 219 mm + 1 busta. ((Lettera ds. su carta intestata ""Soprintendenza alle gallerie Roma II, Galleria nazionale d'arte moderna arte contemporanea"".";FA PARTE DI Mat. document.-manoscr 3621047 [*Corrispondenza di Giuseppe Raimondi]. - Fascicoli. ((Organizzata dallo stesso Giuseppe Raimondi in ordine di mittente.
RDm 536 ;;0;0;;FR.A;CORRISP;BRUNOA; ;27/02/93;;;;A ACQUISTO;Mat. document.-manoscr;Carteggio;3625916;;"[*Lettera] 1918 maggio 2, Catania [a Giuseppe] Raimondi / Antonio Bruno. - 1918. - 1 c. ; 281 x 215 mm + 1 busta + manoscritto (3 c.). ((Ms. - Allegato manoscritto di A.B. da pubblicare su ""La raccolta"".";FA PARTE DI Mat. document.-manoscr 3621047 [*Corrispondenza di Giuseppe Raimondi]. - Fascicoli. ((Organizzata dallo stesso Giuseppe Raimondi in ordine di mittente.
RDm 537 ;;0;0;;FR.A;CORRISP;BRUNEE; ;27/02/93;;;;A ACQUISTO;Mat. document.-manoscr;Carteggio;3625915;;"[*Biglietto da visita s.d.], Trieste [a Giuseppe Raimondi] / Estella Brunetti. - [19..?]. - 1 c. ; 68 x 88 mm + 1 busta. ((Ms.";FA PARTE DI Mat. document.-manoscr 3621047 [*Corrispondenza di Giuseppe Raimondi]. - Fascicoli. ((Organizzata dallo stesso Giuseppe Raimondi in ordine di mittente.
RDm 538 ;;0;0;;FR.A;CORRISP;BRYKR; ;27/02/93;;;L&R 2, BV 1;A ACQUISTO;Mat. document.-manoscr;Carteggio;3625918;;"[*Lettera e biglietto da visita] 1959 maggio 8 - 1959 maggio 13, Firenze [a Giuseppe Raimondi] / Rosina Bryk. [Lettera] 1959 maggio 13, Bologna [a] Rosina Bryk / Giuseppe Raimondi. - 1959. - 4 p. su 3 c. ; 275 x 206 mm + 2 buste. ((Lettera di G. R. minuta ds. non firmata.";FA PARTE DI Mat. document.-manoscr 3621047 [*Corrispondenza di Giuseppe Raimondi]. - Fascicoli. ((Organizzata dallo stesso Giuseppe Raimondi in ordine di mittente.
RDm 539 ;;0;0;;FR.A;CORRISP;BROG; ;27/02/93;;;;A ACQUISTO;Mat. document.-manoscr;Carteggio;3625917;;"[*Biglietto da visita] 1961 febbraio 20, Firenze [a Giuseppe Raimondi] / Maria e Aldo Brogiotti. - 1961. - 1 c. ; 70 x 106 mm + 1 busta. ((Ms.";FA PARTE DI Mat. document.-manoscr 3621047 [*Corrispondenza di Giuseppe Raimondi]. - Fascicoli. ((Organizzata dallo stesso Giuseppe Raimondi in ordine di mittente.
RDm 540 ;;0;0;;FR.A;CORRISP;BRIGAG; ;27/02/93;;;L 2, R 1;A ACQUISTO;Mat. document.-manoscr;Carteggio;3625920;;"[*Lettere] 1948 giugno 8 - [1957 aprile 16 , Roma] [a Giuseppe] Raimondi / Giuliano Briganti. [Lettera] 1957 marzo 15, Bologna [a Giuliano] Briganti / Giuseppe Raimondi. - 1948-[1957]. - 4 p. su 3 c. ; 291 x 229 mm + 2 buste + fotografia (1 c.). ((Seconda data e luogo tratti dal timbro postale. - Lettera di G. R. minuta ds. non firmata. - Allegata alla lettera di G. R. riproduzione di un quadro.";FA PARTE DI Mat. document.-manoscr 3621047 [*Corrispondenza di Giuseppe Raimondi]. - Fascicoli. ((Organizzata dallo stesso Giuseppe Raimondi in ordine di mittente.
RDm 541 ;;0;0;;FR.A;CORRISP;BRIGHA; ;27/02/93;;;;A ACQUISTO;Mat. document.-manoscr;Carteggio;3625921;;"[*Biglietto] 1954 agosto 22, Bologna [a] Giuseppe Raimondi / Angelo Brighenti. - 1954. - 1 c. ; 103 x 155 mm + 1 busta. ((Ms.";FA PARTE DI Mat. document.-manoscr 3621047 [*Corrispondenza di Giuseppe Raimondi]. - Fascicoli. ((Organizzata dallo stesso Giuseppe Raimondi in ordine di mittente.
RDm 542 ;;0;0;;FR.A;CORRISP;BRANS; ;27/02/93;;;L 2;A ACQUISTO;Mat. document.-manoscr;Carteggio;3625922;;"[*Lettere] 1967 dicembre 5 - 1967 dicembre 18, Venezia [a Giuseppe] Raimondi / Silvio Branzi. - 1967. - 2 c. ; 293 x 229 mm + 2 buste.";FA PARTE DI Mat. document.-manoscr 3621047 [*Corrispondenza di Giuseppe Raimondi]. - Fascicoli. ((Organizzata dallo stesso Giuseppe Raimondi in ordine di mittente.
RDm 543 ;;0;0;;FR.A;CORRISP;CARRM; ;27/02/93;;;L 9, B 3, R 2;A ACQUISTO;Mat. document.-manoscr;Carteggio;3625925;;"[*Lettere e biglietti] 1966 maggio 7 - 1973 marzo 2, Milano [a] Giuseppe Raimondi / Massimo Carra. [Lettere] 1966 giugno 4 - 1976 dicembre 15, Bologna [a] Massimo Carra / Giuseppe Raimondi. - 1966-1976. - 17 p. su 14 c. ; 290 x 223 mm + 11 buste. ((Una lettera su carta intestata ""Archivi d'arte del 20. secolo"", lettera del 28 maggio 1971 su carta intestata ""Luigi de Tullio editore stampatore"" cofirmata da Luigi de Tullio. - Lettere di G. R. minute ds. non firmate.";FA PARTE DI Mat. document.-manoscr 3621047 [*Corrispondenza di Giuseppe Raimondi]. - Fascicoli. ((Organizzata dallo stesso Giuseppe Raimondi in ordine di mittente.
RDm 544 ;;0;0;;FR.A;CORRISP;MACCAM; ;27/02/93;;;L 31, CI 13, CP 16, B 2, CInt. 1;A ACQUISTO;Mat. document.-manoscr;Carteggio;3625923;;"[*Lettere, cartoline illustrate, cartoline postali, biglietti e cartolina intestata] 1941 settembre 12 - 1961 maggio 21, Siena [etc.] [a Giuseppe] Raimondi / Mino Maccari. - 1941-1961. - 131 p. su 64 c. : ill. ; 339 x 224 mm + 27 buste. ((Tre lettere su carta intestata ""L'antipatico"", cartolina intestata ""La loggia"". - Alcune lettere e cartoline senza data.";FA PARTE DI Mat. document.-manoscr 3621047 [*Corrispondenza di Giuseppe Raimondi]. - Fascicoli. ((Organizzata dallo stesso Giuseppe Raimondi in ordine di mittente.
RDm 545 ;;0;0;;FR.A;CORRISP;CASEA; ;27/02/93;;;L 15, CI 1, T 1;A ACQUISTO;Mat. document.-manoscr;Carteggio;3625924;;"[*Lettere, cartolina illustrata e telegramma] 1965 novembre 17 - 1969 marzo [20], Minusio [a] Giuseppe Raimondi / Angelo Case. - 1965-1969. - 34 p. su 26 c. ; 297 x 211 mm + 12 buste + pagine di giornale (3 c.) + fotografia (1 c.) + pieghevole (1 c.) + stampato (8 p. su 4 c.). ((Dieci lettere su carta intestata personale. - Allegati articoli su giornali del Canton Ticino di A.C., fotografia di A.C., racconto di A.C. e pieghevole illustrativo di una medicina.";FA PARTE DI Mat. document.-manoscr 3621047 [*Corrispondenza di Giuseppe Raimondi]. - Fascicoli. ((Organizzata dallo stesso Giuseppe Raimondi in ordine di mittente.
RDm 546 ;;0;0;;FR.A;CORRISP;FRANC; ;27/02/93;;;L 8, B 3, CI 1;A ACQUISTO;Mat. document.-manoscr;Carteggio;3625926;;"[*Lettere, biglietti e cartolina illustrata] 1950 novembre 14 - 1952 dicembre 2, Zurigo [a Giuseppe] Raimondi / Carla Franceschini. - 1950-1952. - 25 p. su 13 c. ; 297 x 210 mm + 11 buste + dattiloscritto (3 p. su 1 c. ; 452 x 315 mm). ((Una lettera su carta intestata ""Grands magasins Jelmoli, Zurich"". - Allegato racconto di Giusto Benedetti. - Il fascicolo contiene anche una cartolina illustrata della sorella di C.F., Franca (1 c.).";FA PARTE DI Mat. document.-manoscr 3621047 [*Corrispondenza di Giuseppe Raimondi]. - Fascicoli. ((Organizzata dallo stesso Giuseppe Raimondi in ordine di mittente.
RDm 547 ;;0;0;;FR.A;CORRISP;BOTTS; ;27/02/93;;;L 11, BV 1;A ACQUISTO;Mat. document.-manoscr;Carteggio;3625927;;"[*Lettere e biglietto da visita] 1958 agosto 19 - 1966 novembre 28, Acicastello [etc.] [a Giuseppe] Raimondi / Stefano Bottari. - 1958-1966. - 17 p. su 13 c. ; 284 x 224 mm + 12 buste. ((Sei lettere su carta intestata ""Universita degli studi, Bologna, Istituto di storia dell'arte I.B. Supino"", quattro lettere su carta intestata ""Arte antica e moderna"". - Il fascicolo contiene anche biglietto in data 1 novembre 1968 della moglie di S.B. Graziella (2 p. su 1 c. + 1 busta).";FA PARTE DI Mat. document.-manoscr 3621047 [*Corrispondenza di Giuseppe Raimondi]. - Fascicoli. ((Organizzata dallo stesso Giuseppe Raimondi in ordine di mittente.
RDm 548 ;;0;0;;FR.A;CORRISP;FRANCI; ;27/02/93;;;;A ACQUISTO;Mat. document.-manoscr;Carteggio;3625928;;"[*Cartolina postale] 1946 settembre 24, Roma [a Giuseppe] Raimondi / Adolfo Franci. - 1946. - 1 c. ; 104 x 149 mm. ((Ms.";FA PARTE DI Mat. document.-manoscr 3621047 [*Corrispondenza di Giuseppe Raimondi]. - Fascicoli. ((Organizzata dallo stesso Giuseppe Raimondi in ordine di mittente.
RDm 549 ;;0;0;;FR.A;CORRISP;RATTA; ;27/02/93;;;L 2;A ACQUISTO;Mat. document.-manoscr;Carteggio;3625929;;"[*Lettere] 1965 ottobre 23 - 1969 marzo 25, [s.l.] [a Giuseppe] Raimondi / Amedeo Ratta. - 1965-1969. - 2 c. ; 330 x 231 mm + 2 buste.";FA PARTE DI Mat. document.-manoscr 3621047 [*Corrispondenza di Giuseppe Raimondi]. - Fascicoli. ((Organizzata dallo stesso Giuseppe Raimondi in ordine di mittente.
RDm 550 ;;0;0;;FR.A;CORRISP;FRASC; ;27/02/93;;;;A ACQUISTO;Mat. document.-manoscr;Carteggio;3625930;;"[*Biglietto da visita] 1961 novembre 18, Bologna [a Giuseppe Raimondi] / Carlo Frassoldati. - 1961. - 1 c. ; 66 x 104 mm + 1 busta. ((Ms.";FA PARTE DI Mat. document.-manoscr 3621047 [*Corrispondenza di Giuseppe Raimondi]. - Fascicoli. ((Organizzata dallo stesso Giuseppe Raimondi in ordine di mittente.
RDm 551 ;;0;0;;FR.A;CORRISP;FRANCO; ;27/02/93;;;L 3;A ACQUISTO;Mat. document.-manoscr;Carteggio;3625931;;"[*Lettere] 1960 [prima del 11 aprile] - 1960 maggio 4, Vicenza [a Giuseppe] Raimondi / Tomaso Franco. - 1960. - 8 p. su 4 c. ; 290 x 229 mm + 3 buste.";FA PARTE DI Mat. document.-manoscr 3621047 [*Corrispondenza di Giuseppe Raimondi]. - Fascicoli. ((Organizzata dallo stesso Giuseppe Raimondi in ordine di mittente.
RDm 552 ;;0;0;;FR.A;CORRISP;FURSH; ;27/02/93;;;L 2;A ACQUISTO;Mat. document.-manoscr;Carteggio;3625932;;"[*Lettere 1918 ottobre 26] - 1947 marzo 13, Roma [e] Genova [a] Giuseppe Raimondi / Henry Furst. - [1918]-1947. - 2 c. ; 210 x 144 mm + 2 buste. ((Una lettera su carta intestata ""Tempi magri edizioni"". - Una lettera indirizzata a ""La raccolta"". - Prima data tratta dal timbro postale.";FA PARTE DI Mat. document.-manoscr 3621047 [*Corrispondenza di Giuseppe Raimondi]. - Fascicoli. ((Organizzata dallo stesso Giuseppe Raimondi in ordine di mittente.
RDm 553 ;;0;0;;FR.A;CORRISP;FRANKN; ;27/02/93;;;;A ACQUISTO;Mat. document.-manoscr;Carteggio;3625933;;"[*Lettera] 1967 settembre 23, Parigi [a Giuseppe] Raimondi / Nino Frank. - 1967. - 2 p. su 1 c. ; 272 x 210 mm + 1 busta. ((Ms.";FA PARTE DI Mat. document.-manoscr 3621047 [*Corrispondenza di Giuseppe Raimondi]. - Fascicoli. ((Organizzata dallo stesso Giuseppe Raimondi in ordine di mittente.
RDm 554 ;;0;0;;FR.A;CORRISP;GAGLG; ;27/02/93;;;BV 1, L 1;A ACQUISTO;Mat. document.-manoscr;Carteggio;3625934;;"[*Biglietto da visita e lettera] 1969 maggio 26 - 1979 marzo 16, Bologna [a] Giuseppe Raimondi / Giuseppe Gagliardi. - 1969-1979. - 3 p. su 2 c. ; 330 x 219 mm + 2 buste.";FA PARTE DI Mat. document.-manoscr 3621047 [*Corrispondenza di Giuseppe Raimondi]. - Fascicoli. ((Organizzata dallo stesso Giuseppe Raimondi in ordine di mittente.
RDm 555 ;;0;0;;FR.A;CORRISP;BENELF; ;27/02/93;;;L 2;A ACQUISTO;Mat. document.-manoscr;Carteggio;3625935;;"[*Lettere] 1942 agosto 24 - 1942 settembre 1, Firenze [a Giuseppe Raimondi] / Luigi Foscolo Benedetto. - 1942. - 4 p. su 2 c. ; 203 x 160 mm + 1 busta. ((Lettere su carta intestata ""R. Universita degli studi di Firenze, Facolta di Lettere e Filosofia"".";FA PARTE DI Mat. document.-manoscr 3621047 [*Corrispondenza di Giuseppe Raimondi]. - Fascicoli. ((Organizzata dallo stesso Giuseppe Raimondi in ordine di mittente.
RDm 556 ;;0;0;;FR.A;CORRISP;FERRAG; ;27/02/93;;;CI 2, L 8;A ACQUISTO;Mat. document.-manoscr;Carteggio;3625937;;"[*Cartoline intestate e lettere 1929] novembre 28 - 1961 maggio 15, [Firenze e Milano] [a Giuseppe] Raimondi / Giansiro Ferrata. - [1929]-1961. - 22 p. su 11 c. ; 281 x 221 mm + 8 buste + dattiloscritto (1 c.). ((Cartoline intestate ""Solaria"", una lettera intestata ""Arnoldo Mondadori editore"". - Prima data e luoghi tratti dai timbri postali. - Allegata antologia per la lettura dei testi di Rimbaud.";FA PARTE DI Mat. document.-manoscr 3621047 [*Corrispondenza di Giuseppe Raimondi]. - Fascicoli. ((Organizzata dallo stesso Giuseppe Raimondi in ordine di mittente.
RDm 557 ;;0;0;;FR.A;CORRISP;GALAN; ;27/02/93;;;L 1, CP 1;A ACQUISTO;Mat. document.-manoscr;Carteggio;3625936;;"[*Lettera e cartolina postale 1957?] novembre 22 - [1957] dicembre 5, Torino [a Giuseppe] Raimondi / N. Galante. - [1957]. - 2 c. ; 280 x 220 mm + 1 busta. ((Date tratte dai timbri postali.";FA PARTE DI Mat. document.-manoscr 3621047 [*Corrispondenza di Giuseppe Raimondi]. - Fascicoli. ((Organizzata dallo stesso Giuseppe Raimondi in ordine di mittente.
RDm 558 ;;0;0;;FR.A;CORRISP;FRATA; ;27/02/93;;;L 3;A ACQUISTO;Mat. document.-manoscr;Carteggio;3625938;;"[*Lettere 1918] settembre 25 - [1918] dicembre 4, Roma [a Giuseppe] Raimondi / Arnaldo Frateili. - [1918]. - 6 p. su 3 c. ; 209 x 155 mm + 3 buste. ((Una lettera su carta intestata ""Ministero dell'interno, Sottosegretariato per la stampa"". - Date tratte dai timbri postali.";FA PARTE DI Mat. document.-manoscr 3621047 [*Corrispondenza di Giuseppe Raimondi]. - Fascicoli. ((Organizzata dallo stesso Giuseppe Raimondi in ordine di mittente.
RDm 559 ;;0;0;;FR.A;CORRISP;GALLIR; ;27/02/93;;;;A ACQUISTO;Mat. document.-manoscr;Carteggio;3625939;;"[*Lettera] 1954 marzo 31, Bologna [a Giuseppe] Raimondi / Renato Galli. - 1954. - 1 c. ; 284 x 216 mm + 1 busta. ((Lettera ms. su carta intestata ""Comune di Bologna, il vice segretario generale"".";FA PARTE DI Mat. document.-manoscr 3621047 [*Corrispondenza di Giuseppe Raimondi]. - Fascicoli. ((Organizzata dallo stesso Giuseppe Raimondi in ordine di mittente.
