Inventario;Tipo materiale dell'inventario;Valore inventariale;Prezzo acquisto;Dati scarto/cancellazione;Sezione;Collocazione;Specificazione;Sequenza;Data inv.;Stato copia;Disponibilità;Precisazione inventario;Tipo provenienza;Tipo materiale;Tipo documento;Id.;Id. SBN;Descrizione isbd;Legami con titoli superiori o supplementi
RDq 96 ;;0;0;;FR.A;QUADERNI.1;1959;4;08/03/93;;;;A ACQUISTO;Mat. document.-manoscr;Testo manoscritto;3626578;;"Una *domenica di febbraio. 15.2.1959 ; Il bottaio del Comunale. 25.3.959 / [Giuseppe Raimondi]. - 1959. - 1 quaderno (12 p. ms., di cui alcune numerate irregolarmente, su 10 c.) ; 22 cm. ((Ms.";"FA PARTE DI Mat. document.-manoscr 3621049 [*Quaderni manoscritti]. 1954-[1976] / Giuseppe Raimondi. - 1954-1976. - 308 quaderni ; 22 cm. ((Prima serie di quaderni di appunti, minute di racconti, recensioni, articoli. Serie ordinata dallo stesso Giuseppe Raimondi in carpette per anno.; CONTIENE ANCHE 3626579 Il *bottaio del Comunale. 25.3.959"
RDq 97 ;;0;0;;FR.A;QUADERNI.1;1959;5;08/03/93;;;;A ACQUISTO;Mat. document.-manoscr;Testo manoscritto;3626576;;"*Michael Sweerts. (Febbr. 1959) ; La casa di Mallarme a Valvins. (Marzo '59) / [Giuseppe Raimondi]. - 1959. - 1 quaderno (11 p. ms, di cui alcune numerate irregolarmente, su 10 c.) ; 22 cm. ((A p. 6: 23.2.1959; a c. [7]: 5.3.1959. - Ms.";"FA PARTE DI Mat. document.-manoscr 3621049 [*Quaderni manoscritti]. 1954-[1976] / Giuseppe Raimondi. - 1954-1976. - 308 quaderni ; 22 cm. ((Prima serie di quaderni di appunti, minute di racconti, recensioni, articoli. Serie ordinata dallo stesso Giuseppe Raimondi in carpette per anno.; CONTIENE ANCHE 3626577 La *casa di Mallarme a Valvins. (Marzo '59)"
RDq 98 ;;0;0;;FR.A;QUADERNI.1;1959;6;08/03/93;;;;A ACQUISTO;Mat. document.-manoscr;Testo manoscritto;3626580;;"Il *tempo degli aeroplani ; Le Memorie di Casanova. (Marzo 1959) / [Giuseppe Raimondi]. - 1959. - 1 quaderno (12 p. ms., di cui alcune numerate irregolarmente, su 10 c.) ; 22 cm. ((A p. 6: 12.3.1959; tit. a c. [4]: Le Memorie : l'uomo Casanova; a c. [6v]: 19.3.1959. - Ms.";"FA PARTE DI Mat. document.-manoscr 3621049 [*Quaderni manoscritti]. 1954-[1976] / Giuseppe Raimondi. - 1954-1976. - 308 quaderni ; 22 cm. ((Prima serie di quaderni di appunti, minute di racconti, recensioni, articoli. Serie ordinata dallo stesso Giuseppe Raimondi in carpette per anno.; CONTIENE ANCHE 3626581 Le *Memorie di Casanova; HA PER ALTRO TITOLO 3190454 PAR0829492 *Memorie / Makarenko"
RDq 99 ;;0;0;;FR.A;QUADERNI.1;1959;7;08/03/93;;;;A ACQUISTO;Mat. document.-manoscr;Testo manoscritto;3626582;;"*Giotto. 12.3.1959 / [Giuseppe Raimondi]. - 1959. - 1 quaderno (15 p. ms., di cui alcune numerate irregolarmente, su 10 c.) ; 22 cm. ((A c. [6]: 30.3.1959. - Contiene anche: Il Giotto di Cesare Gnudi. - Ms. - Vi e inserito stampato con saggio su Giotto (1 c.).";"FA PARTE DI Mat. document.-manoscr 3621049 [*Quaderni manoscritti]. 1954-[1976] / Giuseppe Raimondi. - 1954-1976. - 308 quaderni ; 22 cm. ((Prima serie di quaderni di appunti, minute di racconti, recensioni, articoli. Serie ordinata dallo stesso Giuseppe Raimondi in carpette per anno."
RDq 100 ;;0;0;;FR.A;QUADERNI.1;1959;8;08/03/93;;;;A ACQUISTO;Mat. document.-manoscr;Testo manoscritto;3626585;;"La *signora La Fayette ; Le vecchie librerie. (14.4.1959) / [Giuseppe Raimondi]. - 1959. - 1 quaderno (12 p. ms., di cui alcune numerate irregolarmente, su 10 c.) ; 22 cm. ((A p. 6: 9.4.1959. - Ms.";"FA PARTE DI Mat. document.-manoscr 3621049 [*Quaderni manoscritti]. 1954-[1976] / Giuseppe Raimondi. - 1954-1976. - 308 quaderni ; 22 cm. ((Prima serie di quaderni di appunti, minute di racconti, recensioni, articoli. Serie ordinata dallo stesso Giuseppe Raimondi in carpette per anno.; CONTIENE ANCHE 3626586 Le *vecchie librerie"
RDq 101 ;;0;0;;FR.A;QUADERNI.1;1959;9;08/03/93;;;;A ACQUISTO;Mat. document.-manoscr;Testo manoscritto;3626583;;"*Guido Cagnacci : (mostra, 1959) / [Giuseppe Raimondi]. - 1959. - 1 quaderno (10 p. ms., di cui 6 numerate, su 10 c.) ; 22 cm. ((In cop. anche: 7.5.59. - Tit. a p. 1: Guido Cagnacci, romagnolo. - Ms.";"FA PARTE DI Mat. document.-manoscr 3621049 [*Quaderni manoscritti]. 1954-[1976] / Giuseppe Raimondi. - 1954-1976. - 308 quaderni ; 22 cm. ((Prima serie di quaderni di appunti, minute di racconti, recensioni, articoli. Serie ordinata dallo stesso Giuseppe Raimondi in carpette per anno.; HA PER ALTRO TITOLO 3626584 *Guido Cagnacci, romagnolo"
RDq 102 ;;0;0;;FR.A;QUADERNI.1;1959;10;08/03/93;;;;A ACQUISTO;Mat. document.-manoscr;Testo manoscritto;3626587;;"Un *canto di soldati ; Stendhal e il realismo ; I poeti di Ferrara. 22 maggio 1959 / [Giuseppe Raimondi]. - 1959. - 1 quaderno (17 p. ms., di cui alcune numerate irregolarmente, su 10 c.) ; 22 cm. ((A c. [3]: 12.5.959; a c. [6v]: 24.5.1959; a c. [9]: 27.5.959. - Ms.";"FA PARTE DI Mat. document.-manoscr 3621049 [*Quaderni manoscritti]. 1954-[1976] / Giuseppe Raimondi. - 1954-1976. - 308 quaderni ; 22 cm. ((Prima serie di quaderni di appunti, minute di racconti, recensioni, articoli. Serie ordinata dallo stesso Giuseppe Raimondi in carpette per anno.; CONTIENE ANCHE 3626588 *Stendhal e il realismo; CONTIENE ANCHE 3626589 I *poeti di Ferrara"
RDq 103 ;;0;0;;FR.A;QUADERNI.1;1959;11;08/03/93;;;;A ACQUISTO;Mat. document.-manoscr;Testo manoscritto;3626590;;"*Cartadifrancia ; I milanesi di Vuillard / [Giuseppe Raimondi]. - 1959. - 1 quaderno (11 p. ms., di cui alcune numerate irregolarmente, su 8 c.) ; 22 cm. ((In cop. anche: (24.5.59). - Ms.";"FA PARTE DI Mat. document.-manoscr 3621049 [*Quaderni manoscritti]. 1954-[1976] / Giuseppe Raimondi. - 1954-1976. - 308 quaderni ; 22 cm. ((Prima serie di quaderni di appunti, minute di racconti, recensioni, articoli. Serie ordinata dallo stesso Giuseppe Raimondi in carpette per anno.; CONTIENE ANCHE 3626591 I *milanesi di Vuillard"
RDq 104 ;;0;0;;FR.A;QUADERNI.1;1959;12;08/03/93;;;;A ACQUISTO;Mat. document.-manoscr;Testo manoscritto;3626592;;"La *favola del Mastelletta ; Le notti dell'Archiginnasio / [Giuseppe Raimondi]. - 1959. - 1 quaderno (16 p. ms., di cui alcune numerate irregolarmente, su 10 c.) ; 22 cm. ((In cop. anche: 12.6.'59. - A c. [9]: 15.6.1959. - Ms.";"FA PARTE DI Mat. document.-manoscr 3621049 [*Quaderni manoscritti]. 1954-[1976] / Giuseppe Raimondi. - 1954-1976. - 308 quaderni ; 22 cm. ((Prima serie di quaderni di appunti, minute di racconti, recensioni, articoli. Serie ordinata dallo stesso Giuseppe Raimondi in carpette per anno.; CONTIENE ANCHE 3626593 Le *notti dell'Archiginnasio"
RDq 105 ;;0;0;;FR.A;QUADERNI.1;1959;13;08/03/93;;;;A ACQUISTO;Mat. document.-manoscr;Testo manoscritto;3626594;;"*Storie d'amore. 28.6.1959 ; Il caso ""Henri Michaux"". 10.7.959 / [Giuseppe Raimondi]. - 1959. - 1 quaderno (13 p. ms., di cui alcune numerate irregolarmente, su 10 c.) ; 22 cm. ((A p. 6: 29.6.1959. - Ms.";"FA PARTE DI Mat. document.-manoscr 3621049 [*Quaderni manoscritti]. 1954-[1976] / Giuseppe Raimondi. - 1954-1976. - 308 quaderni ; 22 cm. ((Prima serie di quaderni di appunti, minute di racconti, recensioni, articoli. Serie ordinata dallo stesso Giuseppe Raimondi in carpette per anno.; CONTIENE ANCHE 3626595 Il *caso ""Henri Michaux"""
RDq 106 ;;0;0;;FR.A;QUADERNI.1;1959;14;08/03/93;;;;A ACQUISTO;Mat. document.-manoscr;Testo manoscritto;3626598;;"*Soffici in tipografia. 15.7.1959 ; La montagna dietro la stazione. 20.7.59 / [Giuseppe Raimondi]. - 1959. - 1 quaderno (15 p. ms., di cui alcune numerate irregolarmente, su 10 c.) ; 22 cm. ((Tit. a c. [1]: Il 14 luglio di Soffici, ovvero il pittore in tipografia. - Ms.";"FA PARTE DI Mat. document.-manoscr 3621049 [*Quaderni manoscritti]. 1954-[1976] / Giuseppe Raimondi. - 1954-1976. - 308 quaderni ; 22 cm. ((Prima serie di quaderni di appunti, minute di racconti, recensioni, articoli. Serie ordinata dallo stesso Giuseppe Raimondi in carpette per anno.; CONTIENE ANCHE 3626599 La *montagna dietro la stazione; HA PER ALTRO TITOLO 3626600 Il *14 luglio di Soffici, ovvero il pittore in tipografia"
RDq 107 ;;0;0;;FR.A;QUADERNI.1;1959;15;08/03/93;;;;A ACQUISTO;Mat. document.-manoscr;Testo manoscritto;3626596;;"*Stufe & termosifoni ; I camaleonti in farmacia. 3.8.1959 / [Giuseppe Raimondi]. - 1959. - 1 quaderno (13 p. ms., di cui alcune numerate irregolarmente, su 10 c.) ; 22 cm. ((A c. [3v]: 29.7.959. - Ms.";"FA PARTE DI Mat. document.-manoscr 3621049 [*Quaderni manoscritti]. 1954-[1976] / Giuseppe Raimondi. - 1954-1976. - 308 quaderni ; 22 cm. ((Prima serie di quaderni di appunti, minute di racconti, recensioni, articoli. Serie ordinata dallo stesso Giuseppe Raimondi in carpette per anno.; CONTIENE ANCHE 3626597 I *camaleonti in farmacia"
RDq 108 ;;0;0;;FR.A;QUADERNI.1;1959;16;08/03/93;;;;A ACQUISTO;Mat. document.-manoscr;Testo manoscritto;3626601;;"*Radiguet in abito da sera. 7.8.'59 ; Paul Klee : appunti / [Giuseppe Raimondi]. - 1959. - 1 quaderno (15 p. ms., di cui alcune numerate irregolarmente, su 10 c.) ; 22 cm. ((Ms.";"FA PARTE DI Mat. document.-manoscr 3621049 [*Quaderni manoscritti]. 1954-[1976] / Giuseppe Raimondi. - 1954-1976. - 308 quaderni ; 22 cm. ((Prima serie di quaderni di appunti, minute di racconti, recensioni, articoli. Serie ordinata dallo stesso Giuseppe Raimondi in carpette per anno.; CONTIENE ANCHE 3626602 *Paul Klee : appunti"
RDq 109 ;;0;0;;FR.A;QUADERNI.1;1959;17;08/03/93;;;;A ACQUISTO;Mat. document.-manoscr;Testo manoscritto;3626603;;"La *notte di San Lorenzo. 15.8.1959 ; Neve che si scioglie. 24.8.59 / [Giuseppe Raimondi]. - 1959. - 1 quaderno (14 p. ms., di cui alcune numerate irrgolarmente, su 10 c.) ; 22 cm. ((Ms.";"FA PARTE DI Mat. document.-manoscr 3621049 [*Quaderni manoscritti]. 1954-[1976] / Giuseppe Raimondi. - 1954-1976. - 308 quaderni ; 22 cm. ((Prima serie di quaderni di appunti, minute di racconti, recensioni, articoli. Serie ordinata dallo stesso Giuseppe Raimondi in carpette per anno.; CONTIENE ANCHE 3626604 *Neve che si scioglie"
RDq 110 ;;0;0;;FR.A;QUADERNI.1;1959;19;08/03/93;;;;A ACQUISTO;Mat. document.-manoscr;Testo manoscritto;3626608;;"Il *fiorentino Mazzoni. (5.10.1959) ; Interni di Vuillard. (4.11.1959) ; Estate di San Martino. (10.11.1959) / [Giuseppe Raimondi]. - 1959. - 1 quaderno (17 p. ms., di cui alcune numerate irregolarmente, su 10 c.) ; 22 cm. ((Ms.";"FA PARTE DI Mat. document.-manoscr 3621049 [*Quaderni manoscritti]. 1954-[1976] / Giuseppe Raimondi. - 1954-1976. - 308 quaderni ; 22 cm. ((Prima serie di quaderni di appunti, minute di racconti, recensioni, articoli. Serie ordinata dallo stesso Giuseppe Raimondi in carpette per anno.; CONTIENE ANCHE 3626609 *Interni di Vuillard; CONTIENE ANCHE 3626610 *Estate di San Martino"
RDq 111 ;;0;0;;FR.A;QUADERNI.1;1959;20;08/03/93;;;;A ACQUISTO;Mat. document.-manoscr;Testo manoscritto;3626605;;"*Sul prato di Villa Corni ; Il ""nominato"" Domenico Giordani ; Su William Faulkner. Nov. dicembre 1959 / [Giuseppe Raimondi]. - 1959. - 1 quaderno (17 p. ms., di cui alcune numerate irregolarmente, su 10 c.) ; 22 cm. ((A c. [3]: 24.11.1959; a c. [6v]: 9 dic. 1959; a c. [10]: 15.12.959. - Ms.";"FA PARTE DI Mat. document.-manoscr 3621049 [*Quaderni manoscritti]. 1954-[1976] / Giuseppe Raimondi. - 1954-1976. - 308 quaderni ; 22 cm. ((Prima serie di quaderni di appunti, minute di racconti, recensioni, articoli. Serie ordinata dallo stesso Giuseppe Raimondi in carpette per anno.; CONTIENE ANCHE 3626606 Il ""*nominato"" Domenico Giordani; CONTIENE ANCHE 3626607 *Su William Faulkner"
RDq 112 ;;0;0;;FR.A;QUADERNI.1;1959;21;08/03/93;;;;A ACQUISTO;Mat. document.-manoscr;Testo manoscritto;3626611;;"*Natale fuori di casa : (Il collaudo) ; Corazzini : (Valigia delle Indie ; Dialogo dei cani / [Giuseppe Raimondi]. - 1959-1960. - 1 quaderno (16 p. ms., di cui alcune numerate irregolarmente, su 10 c.) ; 22 cm. ((In cop. anche: 24.12.59; 1.60. - Ms.";"FA PARTE DI Mat. document.-manoscr 3621049 [*Quaderni manoscritti]. 1954-[1976] / Giuseppe Raimondi. - 1954-1976. - 308 quaderni ; 22 cm. ((Prima serie di quaderni di appunti, minute di racconti, recensioni, articoli. Serie ordinata dallo stesso Giuseppe Raimondi in carpette per anno.; CONTIENE ANCHE 3626612 *Corazzini : (Valigia delle Indie); CONTIENE ANCHE 3626613 *Dialogo dei cani"
RDq 113 ;;0;0;;FR.A;QUADERNI.1;1960;1;08/03/93;;;;A ACQUISTO;Mat. document.-manoscr;Testo manoscritto;3626616;;"Il *Reno a Casteldebole. 8.1.960 ; Laforgue celibataire. 14.1.960 ; La casa vecchia. 3.2.1960 / [Giuseppe Raimondi]. - 1960. - 1 quaderno (16 p. ms., di cui alcune numerate irregolarmente, su 10 c.) ; 22 cm. ((Tit. a c. [4]: I paragoni di Laforgue. - Ms.";"FA PARTE DI Mat. document.-manoscr 3621049 [*Quaderni manoscritti]. 1954-[1976] / Giuseppe Raimondi. - 1954-1976. - 308 quaderni ; 22 cm. ((Prima serie di quaderni di appunti, minute di racconti, recensioni, articoli. Serie ordinata dallo stesso Giuseppe Raimondi in carpette per anno.; CONTIENE ANCHE 3626617 *Laforgue celibataire; CONTIENE ANCHE 3626618 La *casa vecchia; HA PER ALTRO TITOLO 3626619 I *paragoni di Laforgue"
RDq 114 ;;0;0;;FR.A;QUADERNI.1;1960;2;08/03/93;;;;A ACQUISTO;Mat. document.-manoscr;Testo manoscritto;3626614;;"*Sbarbaro, come pittore. (Il 10.2.960) ; Una sera di carnevale. (18.2.960) / [Giuseppe Raimondi]. - 1960. - 1 quaderno (15 p. ms., di cui alcune numerate irregolarmente, su 10 c.) ; 22 cm. ((In cop. anche: Innocenza ed esperienza del doganiere. - A c. [9]: 1. marzo 1960. - Ms.";"FA PARTE DI Mat. document.-manoscr 3621049 [*Quaderni manoscritti]. 1954-[1976] / Giuseppe Raimondi. - 1954-1976. - 308 quaderni ; 22 cm. ((Prima serie di quaderni di appunti, minute di racconti, recensioni, articoli. Serie ordinata dallo stesso Giuseppe Raimondi in carpette per anno.; CONTIENE ANCHE 3626615 Una *sera di carnevale"
RDq 115 ;;0;0;;FR.A;QUADERNI.1;1960;3;08/03/93;;;;A ACQUISTO;Mat. document.-manoscr;Testo manoscritto;3626620;;"Una *notte di Baudelaire. (4.3.1960) ; Gente di pianura. (16.3.196) ; Una visita di Giotti / [Giuseppe Raimondi]. - 1960. - 1 quaderno (16 p. ms., di cui alcune numerate irregolarmente, su 10 c.) ; 22 cm. ((Tit. a c. [1]: Un pianto di notte. - A c. [10]: 21.3.1960. - Ms.";"FA PARTE DI Mat. document.-manoscr 3621049 [*Quaderni manoscritti]. 1954-[1976] / Giuseppe Raimondi. - 1954-1976. - 308 quaderni ; 22 cm. ((Prima serie di quaderni di appunti, minute di racconti, recensioni, articoli. Serie ordinata dallo stesso Giuseppe Raimondi in carpette per anno.; CONTIENE ANCHE 3626621 *Gente di pianura; CONTIENE ANCHE 3626622 Una *visita di Giotti; HA PER ALTRO TITOLO 3626623 Un *pianto di notte"
RDq 116 ;;0;0;;FR.A;QUADERNI.1;1960;4;08/03/93;;;;A ACQUISTO;Mat. document.-manoscr;Testo manoscritto;3626629;;"*Finisce la guerra. 24.3.960 ; Lettera ad Alberto Mondadori ; Le carnet de la Californie di Picasso. Aprile 1960 / [Giuseppe Raimondi]. - 1960. - 1 quaderno (12 p. ms., di cui alcune numerate irregolarmente, su 10 c.) ; 22 cm. ((Tit. a c. [4]: Lettera al mio editore; a c. [4v]: Bologna, 31.3.1960. - Ms.";"FA PARTE DI Mat. document.-manoscr 3621049 [*Quaderni manoscritti]. 1954-[1976] / Giuseppe Raimondi. - 1954-1976. - 308 quaderni ; 22 cm. ((Prima serie di quaderni di appunti, minute di racconti, recensioni, articoli. Serie ordinata dallo stesso Giuseppe Raimondi in carpette per anno.; CONTIENE ANCHE 3626630 *Lettera ad Alberto Mondadori; CONTIENE ANCHE 3626631 Le *carnet de la Californie di Picasso; HA PER ALTRO TITOLO 3626632 *Lettera al mio editore"
RDq 117 ;;0;0;;FR.A;QUADERNI.1;1960;5;08/03/93;;;;A ACQUISTO;Mat. document.-manoscr;Testo manoscritto;3626626;;"La *villeggiante di San Luca. 6.4.1960 ; Campo di ebrei. 25.4.960 ; Il taccuino del volontario. 3.5.960 / [Giuseppe Raimondi]. - 1960. - 1 quaderno (16 p. ms., di cui alcune numerate irregolarmente, su 10 c.) ; 22 cm. ((Ms. - Vi e inserito foglio ms. ""L'ultimo Valery"" (1 c.).";"FA PARTE DI Mat. document.-manoscr 3621049 [*Quaderni manoscritti]. 1954-[1976] / Giuseppe Raimondi. - 1954-1976. - 308 quaderni ; 22 cm. ((Prima serie di quaderni di appunti, minute di racconti, recensioni, articoli. Serie ordinata dallo stesso Giuseppe Raimondi in carpette per anno.; CONTIENE ANCHE 3626627 *Campo di ebrei; CONTIENE ANCHE 3626628 Il *taccuino del volontario"
RDq 118 ;;0;0;;FR.A;QUADERNI.1;1960;6;08/03/93;;;;A ACQUISTO;Mat. document.-manoscr;Testo manoscritto;3626624;;"Il *Radiguet per Guanda. Maggio 1960 / [Giuseppe Raimondi]. - 1960. - 1 quaderno (13 p. ms., di cui 8 numerate 2-9, su 10 c.) ; 22 cm. ((Tit. a c. [4]: Raymond Radiguet. - Ms.";"FA PARTE DI Mat. document.-manoscr 3621049 [*Quaderni manoscritti]. 1954-[1976] / Giuseppe Raimondi. - 1954-1976. - 308 quaderni ; 22 cm. ((Prima serie di quaderni di appunti, minute di racconti, recensioni, articoli. Serie ordinata dallo stesso Giuseppe Raimondi in carpette per anno.; HA PER ALTRO TITOLO 3626625 *Raymond Radiguet"
RDq 119 ;;0;0;;FR.A;QUADERNI.1;1960;7;08/03/93;;;;A ACQUISTO;Mat. document.-manoscr;Testo manoscritto;3626633;;"Il *viaggio del Canova. 12.5.960 ; Gli amici a pranzo. 22.5.60 ; La cestina del gelato. 7.6.60 / [Giuseppe Raimondi]. - 1960. - 1 quaderno (16 p. ms., di cui alcune numerate irregolarmente, su 10 c.) ; 22 cm. ((Tit. a c. [1]: Il primo viaggio del Canova. - Ms.";"FA PARTE DI Mat. document.-manoscr 3621049 [*Quaderni manoscritti]. 1954-[1976] / Giuseppe Raimondi. - 1954-1976. - 308 quaderni ; 22 cm. ((Prima serie di quaderni di appunti, minute di racconti, recensioni, articoli. Serie ordinata dallo stesso Giuseppe Raimondi in carpette per anno.; CONTIENE ANCHE 3626634 Gli *amici a pranzo; CONTIENE ANCHE 3626635 La *cestina del gelato"
RDq 120 ;;0;0;;FR.A;QUADERNI.1;1960;8;08/03/93;;;;A ACQUISTO;Mat. document.-manoscr;Testo manoscritto;3626636;;"Le *cave di Maiano. 14.6.960 ; Il Carlo Porta di D. Isella. 22.6.960 ; La piazza nel sole. 26.6.960 / [Giuseppe Raimondi]. - 1960. - 1 quaderno (16 p. ms., di cui alcune numerate irregolarmente, su 10 c.) ; 22 cm. ((Tit. a c. [3v]: Leggendo il Porta di Dante Isella; Carlo Porta, il dialetto, la poesia. - Ms.";"FA PARTE DI Mat. document.-manoscr 3621049 [*Quaderni manoscritti]. 1954-[1976] / Giuseppe Raimondi. - 1954-1976. - 308 quaderni ; 22 cm. ((Prima serie di quaderni di appunti, minute di racconti, recensioni, articoli. Serie ordinata dallo stesso Giuseppe Raimondi in carpette per anno.; CONTIENE ANCHE 3626637 Il *Carlo Porta di D. Isella; CONTIENE ANCHE 3626638 La *piazza nel sole; HA PER ALTRO TITOLO 3626639 *Leggendo il Porta di Dante Isella; HA PER ALTRO TITOLO 3626640 *Carlo Porta, il dialetto, la poesia"
RDq 121 ;;0;0;;FR.A;QUADERNI.1;1960;9;08/03/93;;;;A ACQUISTO;Mat. document.-manoscr;Testo manoscritto;3626644;;"*Noterella su Diego Valeri / [Giuseppe Raimondi]. - 1960. - 1 quaderno (6 p. ms., di cui 5 numerate 2-6, su 10 c.) ; 22 cm. ((In cop. anche: 5.7.60. - Tit. a c. [1]: Ringraziamento a Diego Valeri. - Ms.";"FA PARTE DI Mat. document.-manoscr 3621049 [*Quaderni manoscritti]. 1954-[1976] / Giuseppe Raimondi. - 1954-1976. - 308 quaderni ; 22 cm. ((Prima serie di quaderni di appunti, minute di racconti, recensioni, articoli. Serie ordinata dallo stesso Giuseppe Raimondi in carpette per anno.; HA PER ALTRO TITOLO 3626645 *Ringraziamento a Diego Valeri"
RDq 122 ;;0;0;;FR.A;QUADERNI.1;1960;10;08/03/93;;;;A ACQUISTO;Mat. document.-manoscr;Testo manoscritto;3626643;;"*Quattro litografie di Soffici / [Giuseppe Raimondi]. - 1960. - 1 quaderno (11 p. ms., di cui alcune numerate irregolarmente, su 10 c.) ; 22 cm. ((In cop. anche: Il mare del passato. 4.8.960. - A c. [3]: 29.7.1960. - Ms.";"FA PARTE DI Mat. document.-manoscr 3621049 [*Quaderni manoscritti]. 1954-[1976] / Giuseppe Raimondi. - 1954-1976. - 308 quaderni ; 22 cm. ((Prima serie di quaderni di appunti, minute di racconti, recensioni, articoli. Serie ordinata dallo stesso Giuseppe Raimondi in carpette per anno."
RDq 123 ;;0;0;;FR.A;QUADERNI.1;1960;11;08/03/93;;;;A ACQUISTO;Mat. document.-manoscr;Testo manoscritto;3626641;;"*Estaminet La Fleur en Papier Dore : (Il mondo) ; I piaceri della pittura di Cecchi / [Giuseppe Raimondi]. - 1960. - 1 quaderno (10 p. ms., di cui alcune numerate irregolarmente, su 10 c.) ; 22 cm. ((In cop. anche: 16.8.60; a c. [3]: 10 agosto '960. - Ms.";"FA PARTE DI Mat. document.-manoscr 3621049 [*Quaderni manoscritti]. 1954-[1976] / Giuseppe Raimondi. - 1954-1976. - 308 quaderni ; 22 cm. ((Prima serie di quaderni di appunti, minute di racconti, recensioni, articoli. Serie ordinata dallo stesso Giuseppe Raimondi in carpette per anno.; CONTIENE ANCHE 3626642 I *piaceri della pittura di Cecchi"
RDq 124 ;;0;0;;FR.A;QUADERNI.1;1960;12;08/03/93;;;;A ACQUISTO;Mat. document.-manoscr;Testo manoscritto;3626646;;"*Presagi dell'autunno ; Ricordo di Supervielle / [Giuseppe Raimondi]. - 1960. - 1 quaderno (10 p. ms., di cui alcune numerate irregolarmente, su 10 c.) ; 22 cm. ((In cop. anche: 23.8.1960; 4.9.1960. - Tit. a c. [4]: Ricordo di Jules Supervielle. - Ms.";"FA PARTE DI Mat. document.-manoscr 3621049 [*Quaderni manoscritti]. 1954-[1976] / Giuseppe Raimondi. - 1954-1976. - 308 quaderni ; 22 cm. ((Prima serie di quaderni di appunti, minute di racconti, recensioni, articoli. Serie ordinata dallo stesso Giuseppe Raimondi in carpette per anno.; CONTIENE ANCHE 3626647 *Ricordo di Supervielle; HA PER ALTRO TITOLO 3626648 *Ricordo di Jules Supervielle"
RDq 125 ;;0;0;;FR.A;QUADERNI.1;1960;13;08/03/93;;;;A ACQUISTO;Mat. document.-manoscr;Testo manoscritto;3626650;;"*Degas da Durand-Ruel. 5.10.1960 ; Novembre a Comacchio. 15.11.1960 / [Giuseppe Raimondi]. - 1960. - 1 quaderno (10 p. ms., di cui alcune numerate irregolarmente, su 10 c.) ; 22 cm. ((In cop. anche: Pomeriggio di novembre. - Tit. a c. [1]: A una mostra di Degas. - Ms.";"FA PARTE DI Mat. document.-manoscr 3621049 [*Quaderni manoscritti]. 1954-[1976] / Giuseppe Raimondi. - 1954-1976. - 308 quaderni ; 22 cm. ((Prima serie di quaderni di appunti, minute di racconti, recensioni, articoli. Serie ordinata dallo stesso Giuseppe Raimondi in carpette per anno.; CONTIENE ANCHE 3626651 *Novembre a Comacchio; HA PER ALTRO TITOLO 3626652 *A una mostra di Degas; HA PER ALTRO TITOLO 3626653 *Pomeriggio di novembre"
RDq 126 ;;0;0;;FR.A;QUADERNI.1;1960;14;08/03/93;;;;A ACQUISTO;Mat. document.-manoscr;Testo manoscritto;3626654;;"Il *custode di Port Royal ; Verso le sei di sera : (Parigi). 18.10.1960 ; Segno e immagine di Brandi / [Giuseppe Raimondi]. - 1960. - 1 quaderno (15 p. ms., di cui alcune numerate irregolarmente, su 10 c.) ; 22 cm. ((A c. [9]: 24.10.1960. - Ms.";"FA PARTE DI Mat. document.-manoscr 3621049 [*Quaderni manoscritti]. 1954-[1976] / Giuseppe Raimondi. - 1954-1976. - 308 quaderni ; 22 cm. ((Prima serie di quaderni di appunti, minute di racconti, recensioni, articoli. Serie ordinata dallo stesso Giuseppe Raimondi in carpette per anno.; CONTIENE ANCHE 3626655 *Verso le sei di sera : (Parigi); CONTIENE ANCHE 3626656 *Segno e immagine di Brandi"
RDq 127 ;;0;0;;FR.A;QUADERNI.1;1960;16;08/03/93;;;;A ACQUISTO;Mat. document.-manoscr;Testo manoscritto;3626649;;"*Apollinaire e le arti figurative : per la mostra Apollinaire a Roma / [Giuseppe Raimondi]. - 1960. - 1 quaderno (10 p. ms., di cui 9 numerate 2-10, su 10 c.) ; 21 cm. ((In cop. e a p. 10 anche: 3.12.1960. - Ms.";"FA PARTE DI Mat. document.-manoscr 3621049 [*Quaderni manoscritti]. 1954-[1976] / Giuseppe Raimondi. - 1954-1976. - 308 quaderni ; 22 cm. ((Prima serie di quaderni di appunti, minute di racconti, recensioni, articoli. Serie ordinata dallo stesso Giuseppe Raimondi in carpette per anno."
RDq 128 ;;0;0;;FR.A;QUADERNI.1;1960;15;08/03/93;;;;A ACQUISTO;Mat. document.-manoscr;Testo manoscritto;3626657;;"*Alla stazione di Astapovo. 28.10.1960 ; I poeti di Parigi. 5.11.960 / [Giuseppe Raimondi]. - 1960. - 1 quaderno (10 p. ms., di cui alcune numerate irregolarmente, su 10 c.) ; 21 cm. ((Ms.";"FA PARTE DI Mat. document.-manoscr 3621049 [*Quaderni manoscritti]. 1954-[1976] / Giuseppe Raimondi. - 1954-1976. - 308 quaderni ; 22 cm. ((Prima serie di quaderni di appunti, minute di racconti, recensioni, articoli. Serie ordinata dallo stesso Giuseppe Raimondi in carpette per anno.; CONTIENE ANCHE 3626658 I *poeti di Parigi"
