Inventario;Tipo materiale dell'inventario;Valore inventariale;Prezzo acquisto;Dati scarto/cancellazione;Sezione;Collocazione;Specificazione;Sequenza;Data inv.;Stato copia;Disponibilità;Precisazione inventario;Tipo provenienza;Tipo materiale;Tipo documento;Id.;Id. SBN;Descrizione isbd;Legami con titoli superiori o supplementi
RDq 1 ;;0;0;;FR.A;QUADERNI.1;1954;1;07/03/93;;;;A ACQUISTO;Mat. document.-manoscr;Testo manoscritto;3626409;;"*Argomenti per i racconti. 1954 : (2. volume) / [Giuseppe Raimondi]. - 1954. - 1 quaderno (43 p. ms. numerate irregolarmente su 26 c.) ; 22 cm. ((In cop. anche: 1. L'osteria di Paderno; 2. A proposito di poveri; 3. Elio Lelio Crispo; 4. La macelleria; 1. quaderno. - A c. [25v]: 20.6.1954. - Alle cc. [7] e [22] incollati due foglietti ms. - Ms.";"FA PARTE DI Mat. document.-manoscr 3621049 [*Quaderni manoscritti]. 1954-[1976] / Giuseppe Raimondi. - 1954-1976. - 308 quaderni ; 22 cm. ((Prima serie di quaderni di appunti, minute di racconti, recensioni, articoli. Serie ordinata dallo stesso Giuseppe Raimondi in carpette per anno."
RDq 2 ;;0;0;;FR.A;QUADERNI.1;1954;2;07/03/93;;;;A ACQUISTO;Mat. document.-manoscr;Testo manoscritto;3626411;;"*Argomenti per i racconti : 2. volume. 1954 / [Giuseppe Raimondi]. - 1954. - 1 quaderno (25 p. ms. numerate irregolarmente su 22 c.) ; 22 cm. ((In cop. anche: 1. I quattro santi coronati; 2. L'anno '43 / I piccioni di Santa Lucia; 2. quaderno. - A c. [7]: (24.5.1954); a c. [14v]: (17.5.54). - Sul verso della cop. e a c. [10] incollati foglietti ms. - Ms.";"FA PARTE DI Mat. document.-manoscr 3621049 [*Quaderni manoscritti]. 1954-[1976] / Giuseppe Raimondi. - 1954-1976. - 308 quaderni ; 22 cm. ((Prima serie di quaderni di appunti, minute di racconti, recensioni, articoli. Serie ordinata dallo stesso Giuseppe Raimondi in carpette per anno."
RDq 3 ;;0;0;;FR.A;QUADERNI.1;1954;3;07/03/93;;;;A ACQUISTO;Mat. document.-manoscr;Testo manoscritto;3626412;;"*Argomenti per i racconti : 2. volume. 1954 / [Giuseppe Raimondi]. - 1954. - 1 quaderno (17 p. ms. numerate irregolarmente su 16 c.) ; 22 cm. ((In cop. anche: 1. Un tipo romantico; 2. Qualche esperimento sulle caldaie; 3. quaderno. - Ms.";"FA PARTE DI Mat. document.-manoscr 3621049 [*Quaderni manoscritti]. 1954-[1976] / Giuseppe Raimondi. - 1954-1976. - 308 quaderni ; 22 cm. ((Prima serie di quaderni di appunti, minute di racconti, recensioni, articoli. Serie ordinata dallo stesso Giuseppe Raimondi in carpette per anno."
RDq 4 ;;0;0;;FR.A;QUADERNI.1;1954;4;07/03/93;;;;A ACQUISTO;Mat. document.-manoscr;Testo manoscritto;3626413;;"*Dare & avere. Aprile 1954 / [Giuseppe Raimondi]. - 1954. - 1 quaderno (20 p. ms. di cui 5 numerate su 10 c.) ; 21 cm. ((Contiene vari titoli. - A c. [4]: 15.4.1953. - Ms.";"FA PARTE DI Mat. document.-manoscr 3621049 [*Quaderni manoscritti]. 1954-[1976] / Giuseppe Raimondi. - 1954-1976. - 308 quaderni ; 22 cm. ((Prima serie di quaderni di appunti, minute di racconti, recensioni, articoli. Serie ordinata dallo stesso Giuseppe Raimondi in carpette per anno."
RDq 5 ;;0;0;;FR.A;QUADERNI.1;1954;6;07/03/93;;;;A ACQUISTO;Mat. document.-manoscr;Testo manoscritto;3626415;;"*Teste - Valery. 1954 / [Giuseppe Raimondi]. - 1954. - 1 quaderno (8 p. ms. su 10 c. di cui 6 numerate 2-7) ; 21 cm. ((Tit. a c. [1]: Paul Valery e M. Teste. - Ms.";"FA PARTE DI Mat. document.-manoscr 3621049 [*Quaderni manoscritti]. 1954-[1976] / Giuseppe Raimondi. - 1954-1976. - 308 quaderni ; 22 cm. ((Prima serie di quaderni di appunti, minute di racconti, recensioni, articoli. Serie ordinata dallo stesso Giuseppe Raimondi in carpette per anno.; HA PER ALTRO TITOLO 3626416 *Paul Valery e M. Teste"
RDq 6 ;;0;0;;FR.A;QUADERNI.1;1954;7;07/03/93;;;;A ACQUISTO;Mat. document.-manoscr;Testo manoscritto;3626417;;"L'*osteria di Paderno : Racconti. (1954) / [Giuseppe Raimondi]. - 1954. - 1 quaderno 15 p. ms. numerate su 20 c.) ; 22 cm. ((Ms.";"FA PARTE DI Mat. document.-manoscr 3621049 [*Quaderni manoscritti]. 1954-[1976] / Giuseppe Raimondi. - 1954-1976. - 308 quaderni ; 22 cm. ((Prima serie di quaderni di appunti, minute di racconti, recensioni, articoli. Serie ordinata dallo stesso Giuseppe Raimondi in carpette per anno."
RDq 7 ;;0;0;;FR.A;QUADERNI.1;1954;8;07/03/93;;;;A ACQUISTO;Mat. document.-manoscr;Testo manoscritto;3626414;;"*Varie. Febbraio, marzo 1954 / [Giuseppe Raimondi]. - 1954. - 1 quaderno (13 p. ms. su 10 c. di cui 6 numerate) ; 21 cm. ((In cop. anche: Marcel Schwob (letteratura); La mostra di M. Marcucci (Bologna). - Ms.";"FA PARTE DI Mat. document.-manoscr 3621049 [*Quaderni manoscritti]. 1954-[1976] / Giuseppe Raimondi. - 1954-1976. - 308 quaderni ; 22 cm. ((Prima serie di quaderni di appunti, minute di racconti, recensioni, articoli. Serie ordinata dallo stesso Giuseppe Raimondi in carpette per anno."
RDq 8 ;;0;0;;FR.A;QUADERNI.1;1954;9;07/03/93;;;;A ACQUISTO;Mat. document.-manoscr;Testo manoscritto;3626418;;"*Case di Bologna. (Maggio 1954) / [Giuseppe Raimondi]. - 1954. - 1 quaderno (8 p. ms. su 10 c. di cui 6 numerate) ; 21 cm. ((In cop. anche: varie. - Contiene anche: Lady Macbeth. - Ms. - Vi e inserito dattiloscritto ""Lady Macbeth"" (2 c.).";"FA PARTE DI Mat. document.-manoscr 3621049 [*Quaderni manoscritti]. 1954-[1976] / Giuseppe Raimondi. - 1954-1976. - 308 quaderni ; 22 cm. ((Prima serie di quaderni di appunti, minute di racconti, recensioni, articoli. Serie ordinata dallo stesso Giuseppe Raimondi in carpette per anno."
RDq 9 ;;0;0;;FR.A;QUADERNI.1;1954;10;07/03/93;;;;A ACQUISTO;Mat. document.-manoscr;Testo manoscritto;3626419;;"*Rimbaud in Africa / [Giuseppe Raimondi]. - 1954. - 1 quaderno (16 p. ms numerate su 10 c.) ; 22 cm. ((In cop. e a p. 12: 12.7.1954. - Ms. - Vi sono inseriti foglietti ms. ""Rimb. et le fascisme"" (2 c.).";"FA PARTE DI Mat. document.-manoscr 3621049 [*Quaderni manoscritti]. 1954-[1976] / Giuseppe Raimondi. - 1954-1976. - 308 quaderni ; 22 cm. ((Prima serie di quaderni di appunti, minute di racconti, recensioni, articoli. Serie ordinata dallo stesso Giuseppe Raimondi in carpette per anno."
RDq 10 ;;0;0;;FR.A;QUADERNI.1;1954;11;07/03/93;;;;A ACQUISTO;Mat. document.-manoscr;Testo manoscritto;3626421;;"*Dare & avere : giugno 1954 / [Giuseppe Raimondi]. - 1954. - 1 quaderno (11 p. ms. di cui 4 numerate su 10 c.) ; 21 cm. ((In cop. anche: 1. Cardarelli e Hemingway; 2. Lorenzo Montano; 3. Lawrence d'Arabia; 4. Poesia idraulica; luglio. - Ms.";"FA PARTE DI Mat. document.-manoscr 3621049 [*Quaderni manoscritti]. 1954-[1976] / Giuseppe Raimondi. - 1954-1976. - 308 quaderni ; 22 cm. ((Prima serie di quaderni di appunti, minute di racconti, recensioni, articoli. Serie ordinata dallo stesso Giuseppe Raimondi in carpette per anno."
RDq 11 ;;0;0;;FR.A;QUADERNI.1;1954;12;07/03/93;;;;A ACQUISTO;Mat. document.-manoscr;Testo manoscritto;3626420;;"*A proposito delle Lettere di condannati a morte. Agosto 1954 / [Giuseppe Raimondi]. - 1954. - 1 quaderno (6 p. ms. su 10 c. di cui 6 numerate) ; 22 cm. ((A c. 6: 4 agosto '54. - Ms.";"FA PARTE DI Mat. document.-manoscr 3621049 [*Quaderni manoscritti]. 1954-[1976] / Giuseppe Raimondi. - 1954-1976. - 308 quaderni ; 22 cm. ((Prima serie di quaderni di appunti, minute di racconti, recensioni, articoli. Serie ordinata dallo stesso Giuseppe Raimondi in carpette per anno."
RDq 12 ;;0;0;;FR.A;QUADERNI.1;1954;13;08/03/93;;;;A ACQUISTO;Mat. document.-manoscr;Testo manoscritto;3626422;;"*Guido. 1954 : (""Io Guido Reni"") / [Giuseppe Raimondi]. - 1954. - 1 quaderno (21 p. ms. numerate su 12 c.) ; 22 cm. ((Tit. a p. 1: ""Io Giudo Reni"" : (la pittura di Guido Reni). - In cop. anche: novembre. - A p. 21: 3 nov. '54; alle pp. 11 e 14 incollati foglietti ms. - Ms.";"FA PARTE DI Mat. document.-manoscr 3621049 [*Quaderni manoscritti]. 1954-[1976] / Giuseppe Raimondi. - 1954-1976. - 308 quaderni ; 22 cm. ((Prima serie di quaderni di appunti, minute di racconti, recensioni, articoli. Serie ordinata dallo stesso Giuseppe Raimondi in carpette per anno.; HA PER ALTRO TITOLO 3626423 *Io Guido Reni : la pittura di Guido Reni"
RDq 13 ;;0;0;;FR.A;QUADERNI.1;1954;14;08/03/93;;;;A ACQUISTO;Mat. document.-manoscr;Testo manoscritto;3626424;;"*Rimbaud. Novembre 1954 / [Giuseppe Raimondi]. - 1954. - 1 quaderno (15 p. ms. numerate su 10 c.) ; 22 cm. ((In cop. anche: conferenza. - Ms. - Vi sono inseriti fogli ms. (6 p. su 3 c.).";"FA PARTE DI Mat. document.-manoscr 3621049 [*Quaderni manoscritti]. 1954-[1976] / Giuseppe Raimondi. - 1954-1976. - 308 quaderni ; 22 cm. ((Prima serie di quaderni di appunti, minute di racconti, recensioni, articoli. Serie ordinata dallo stesso Giuseppe Raimondi in carpette per anno."
RDq 14 ;;0;0;;FR.A;QUADERNI.1;1954;15;08/03/93;;;;A ACQUISTO;Mat. document.-manoscr;Testo manoscritto;3626425;;"L'*ufficiale tedesco : racconto. Dic. '54 / [Giuseppe Raimondi]. - 1954. - 1 quaderno (13 p. ms. numerate irregolarmente su 10 c.) ; 22 cm. ((A p. 12[bis]: 25.12.54. - Ms.";"FA PARTE DI Mat. document.-manoscr 3621049 [*Quaderni manoscritti]. 1954-[1976] / Giuseppe Raimondi. - 1954-1976. - 308 quaderni ; 22 cm. ((Prima serie di quaderni di appunti, minute di racconti, recensioni, articoli. Serie ordinata dallo stesso Giuseppe Raimondi in carpette per anno."
RDq 15 ;;0;0;;FR.A;QUADERNI.1;1954;16;08/03/93;;;;A ACQUISTO;Mat. document.-manoscr;Testo manoscritto;3626426;;"Un *mitragliamento. 27 dic. 1954 / [Giuseppe Raimondi]. - 1954. - 1 quaderno (9 p. ms. numerate su 10 c.) ; 22 cm. ((A p. 9: 31.12.54, fine d'anno. - Ms.";"FA PARTE DI Mat. document.-manoscr 3621049 [*Quaderni manoscritti]. 1954-[1976] / Giuseppe Raimondi. - 1954-1976. - 308 quaderni ; 22 cm. ((Prima serie di quaderni di appunti, minute di racconti, recensioni, articoli. Serie ordinata dallo stesso Giuseppe Raimondi in carpette per anno."
RDq 16 ;;0;0;;FR.A;QUADERNI.1;1955;1;08/03/93;;;;A ACQUISTO;Mat. document.-manoscr;Testo manoscritto;3626427;;"*Scrittori al microfono ; Prefazione a Mignon. Gennaio 1955 / [Giuseppe Raimondi]. - 1955. - 1 quaderno (6 p. ms., di cui 5 numerate, su 10 c.) ; 22 cm. ((A c. [4]: Bologna, 12 gennaio '55. - Ms.";"FA PARTE DI Mat. document.-manoscr 3621049 [*Quaderni manoscritti]. 1954-[1976] / Giuseppe Raimondi. - 1954-1976. - 308 quaderni ; 22 cm. ((Prima serie di quaderni di appunti, minute di racconti, recensioni, articoli. Serie ordinata dallo stesso Giuseppe Raimondi in carpette per anno.; CONTIENE ANCHE 3626428 *Prefazione a Mignon"
RDq 17 ;;0;0;;FR.A;QUADERNI.1;1955;2;08/03/93;;;;A ACQUISTO;Mat. document.-manoscr;Testo manoscritto;3626429;;"*Fumisteria : gennaio 1955 / [Giuseppe Raimondi]. - 1955. - 1 quaderno (12 p. ms., di cui 11 numerate, su 10 c.) ; 22 cm. ((A c. [8v]: 8.1.1954. - Alle cc. [1v], [3v], [5v], [7v], [8] incollati ritagli della versione a stampa. - Ms.";"FA PARTE DI Mat. document.-manoscr 3621049 [*Quaderni manoscritti]. 1954-[1976] / Giuseppe Raimondi. - 1954-1976. - 308 quaderni ; 22 cm. ((Prima serie di quaderni di appunti, minute di racconti, recensioni, articoli. Serie ordinata dallo stesso Giuseppe Raimondi in carpette per anno."
RDq 18 ;;0;0;;FR.A;QUADERNI.1;1955;3;08/03/93;;;;A ACQUISTO;Mat. document.-manoscr;Testo manoscritto;3626430;;"*Cortile bolognese. 3 gennaio 1955 / [Giuseppe Raimondi]. - 1955. - 1 quaderno (10 p. ms. su 10 c. numerate) ; 22 cm. ((Ms.";"FA PARTE DI Mat. document.-manoscr 3621049 [*Quaderni manoscritti]. 1954-[1976] / Giuseppe Raimondi. - 1954-1976. - 308 quaderni ; 22 cm. ((Prima serie di quaderni di appunti, minute di racconti, recensioni, articoli. Serie ordinata dallo stesso Giuseppe Raimondi in carpette per anno."
RDq 19 ;;0;0;;FR.A;QUADERNI.1;1955;4;08/03/93;;;;A ACQUISTO;Mat. document.-manoscr;Testo manoscritto;3626432;;"*Gerard de Nerval. 1951 ; Un sogno [dell'anno '43]. 1953 : (al mi papa l'e anda a la fira) / [Giuseppe Raimondi]. - 1951-1955. - 1 quaderno (16 p. ms., numerate irregolarmente, su 18 c.) ; 22 cm. ((In cop. anche: La radio del signor Pietro. 26.2.1955. - Tit. a c. [2]: Un poeta impiccato; a c. [6]: 3 gennaio 51. - Ms.";"FA PARTE DI Mat. document.-manoscr 3621049 [*Quaderni manoscritti]. 1954-[1976] / Giuseppe Raimondi. - 1954-1976. - 308 quaderni ; 22 cm. ((Prima serie di quaderni di appunti, minute di racconti, recensioni, articoli. Serie ordinata dallo stesso Giuseppe Raimondi in carpette per anno.; CONTIENE ANCHE 3626433 Un *sogno [dell'anno '43]. 1953; HA PER ALTRO TITOLO 3626434 Un *poeta impiccato"
RDq 20 ;;0;0;;FR.A;QUADERNI.1;1955;5;08/03/93;;;;A ACQUISTO;Mat. document.-manoscr;Testo manoscritto;3626431;;"La *valigia delle Indie. Febbraio 1955 / [Giuseppe Raimondi]. - 1955. - 1 quaderno (6 p. ms. su 10 c. non numerate) ; 21 cm. ((In cop. anche: Conrad; Maccari. - Ms.";"FA PARTE DI Mat. document.-manoscr 3621049 [*Quaderni manoscritti]. 1954-[1976] / Giuseppe Raimondi. - 1954-1976. - 308 quaderni ; 22 cm. ((Prima serie di quaderni di appunti, minute di racconti, recensioni, articoli. Serie ordinata dallo stesso Giuseppe Raimondi in carpette per anno."
RDq 21 ;;0;0;;FR.A;QUADERNI.1;1955;6;08/03/93;;;;A ACQUISTO;Mat. document.-manoscr;Testo manoscritto;3626435;;"*Arturo Rimbaud. 1955 / [Giuseppe Raimondi]. - 1955. - 1 quaderno (21 p. ms. numerate su 11 c.) ; 21 cm. ((In cop. anche: marzo e 1954 depennato. - A p. 21: Bologna, 29 marzo 1955. - Ms.";"FA PARTE DI Mat. document.-manoscr 3621049 [*Quaderni manoscritti]. 1954-[1976] / Giuseppe Raimondi. - 1954-1976. - 308 quaderni ; 22 cm. ((Prima serie di quaderni di appunti, minute di racconti, recensioni, articoli. Serie ordinata dallo stesso Giuseppe Raimondi in carpette per anno."
RDq 22 ;;0;0;;FR.A;QUADERNI.1;1955;7;08/03/93;;;;A ACQUISTO;Mat. document.-manoscr;Testo manoscritto;3626436;;"La *valigia delle Indie / [Giuseppe Raimondi]. - 1955. - 1 quaderno (16 p. ms., alcune numerate irregolarmente, su 10 c.) ; 21 cm. ((In cop. anche: 1. Leda; 2. Apollinaire (depennato); 3. Una festa ad Imola (2. redazione); 3. Clemente Rebora; 1955 marzo. - A c. [6v]: 2.3.1955; a c. [10]: 8/3/1955. - Ms.";"FA PARTE DI Mat. document.-manoscr 3621049 [*Quaderni manoscritti]. 1954-[1976] / Giuseppe Raimondi. - 1954-1976. - 308 quaderni ; 22 cm. ((Prima serie di quaderni di appunti, minute di racconti, recensioni, articoli. Serie ordinata dallo stesso Giuseppe Raimondi in carpette per anno."
RDq 23 ;;0;0;;FR.A;QUADERNI.1;1955;8;08/03/93;;;;A ACQUISTO;Mat. document.-manoscr;Testo manoscritto;3626438;;"*Varie. Aprile 1955 : 1. Carlo Porta / [Giuseppe Raimondi]. - 1955. - 1 quaderno (7 p. ms. numerate su 10 c.) ; 21 cm. ((Tit. a p. 1: Mi sont Carlo Porta. - Ms.";"FA PARTE DI Mat. document.-manoscr 3621049 [*Quaderni manoscritti]. 1954-[1976] / Giuseppe Raimondi. - 1954-1976. - 308 quaderni ; 22 cm. ((Prima serie di quaderni di appunti, minute di racconti, recensioni, articoli. Serie ordinata dallo stesso Giuseppe Raimondi in carpette per anno.; HA PER ALTRO TITOLO 3626439 *Carlo Porta; HA PER ALTRO TITOLO 3626440 *Mi sont Carlo Porta"
RDq 24 ;;0;0;;FR.A;QUADERNI.1;1955;9;08/03/93;;;;A ACQUISTO;Mat. document.-manoscr;Testo manoscritto;3626437;;"La *valigia delle Indie. Aprile, maggio 1955 / [Giuseppe Raimondi]. - 1955. - 1 quaderno (15 p. ms. numerate irregolarmente su 10 c.) ; 21 cm. ((In cop. anche: 1. Apollinaire e Cendras; 2. Giovanni Verga; 3. Lettera a un poeta. - Ms.";"FA PARTE DI Mat. document.-manoscr 3621049 [*Quaderni manoscritti]. 1954-[1976] / Giuseppe Raimondi. - 1954-1976. - 308 quaderni ; 22 cm. ((Prima serie di quaderni di appunti, minute di racconti, recensioni, articoli. Serie ordinata dallo stesso Giuseppe Raimondi in carpette per anno."
RDq 25 ;;0;0;;FR.A;QUADERNI.1;1955;10;08/03/93;;;;A ACQUISTO;Mat. document.-manoscr;Testo manoscritto;3626441;;"*Varie. 1953 / [Giuseppe Raimondi]. - 1953-1955. - 1 quaderno (13 p. ms., di cui 6 numerate, su 10 c.) ; 21 cm. ((In cop. anche: 1. La Cronaca del Poliziano; 2. Rime di Dante; Ricordo delle Rime. (1955). - Ms. - Vi e inserito ds. con annotazioni ms. ""Scheda per le Rime"" (3 c.).";"FA PARTE DI Mat. document.-manoscr 3621049 [*Quaderni manoscritti]. 1954-[1976] / Giuseppe Raimondi. - 1954-1976. - 308 quaderni ; 22 cm. ((Prima serie di quaderni di appunti, minute di racconti, recensioni, articoli. Serie ordinata dallo stesso Giuseppe Raimondi in carpette per anno."
RDq 26 ;;0;0;;FR.A;QUADERNI.1;1955;11;08/03/93;;;;A ACQUISTO;Mat. document.-manoscr;Testo manoscritto;3626448;;"Una *vecchia bolognese. Luglio 1955 ; Antonio Fiacchi scrittore ; Tre lettere di Valery / [Giuseppe Raimondi]. - 1955. - 1 quaderno (19 p. ms. numerate irregolarmente su 10 c.) ; 21 cm. ((Tit. a p. 1: Una vecchia del Passerotti; a p. 6: 15 luglio '55; a c. [6v]: 26 luglio. - Ms.";"FA PARTE DI Mat. document.-manoscr 3621049 [*Quaderni manoscritti]. 1954-[1976] / Giuseppe Raimondi. - 1954-1976. - 308 quaderni ; 22 cm. ((Prima serie di quaderni di appunti, minute di racconti, recensioni, articoli. Serie ordinata dallo stesso Giuseppe Raimondi in carpette per anno.; CONTIENE ANCHE 3626449 *Antonio Fiacchi scrittore; CONTIENE ANCHE 3626450 *Tre lettere di Valery; HA PER ALTRO TITOLO 3626451 Una *vecchia del Passerotti"
RDq 27 ;;0;0;;FR.A;QUADERNI.1;1955;12;08/03/93;;;;A ACQUISTO;Mat. document.-manoscr;Testo manoscritto;3626442;;"*Valigia delle Indie. Settembre 1955 / [Giuseppe Raimondi]. - 1955. - 1 quaderno (11 p. ms., di cui 5 numerate 2-6, su 9 c.) ; 21 cm. ((Ms. - Vi e inserito foglio ms. ""Umberto Saba"" (1 c.).";"FA PARTE DI Mat. document.-manoscr 3621049 [*Quaderni manoscritti]. 1954-[1976] / Giuseppe Raimondi. - 1954-1976. - 308 quaderni ; 22 cm. ((Prima serie di quaderni di appunti, minute di racconti, recensioni, articoli. Serie ordinata dallo stesso Giuseppe Raimondi in carpette per anno."
RDq 28 ;;0;0;;FR.A;QUADERNI.1;1955;13;08/03/93;;;;A ACQUISTO;Mat. document.-manoscr;Testo manoscritto;3626444;;"*Radio. Ottobre 1955 : Valigia delle Indie / [Giuseppe Raimondi]. - 1955. - 1 quaderno (9 p. ms., di cui 6 numerate irregolarmente, su 10 c.) ; 21 cm. ((Tit. a c. [1]: Risposta per la radio; tit. a c. [2]: Scrittori al microfono. - Ms.";"FA PARTE DI Mat. document.-manoscr 3621049 [*Quaderni manoscritti]. 1954-[1976] / Giuseppe Raimondi. - 1954-1976. - 308 quaderni ; 22 cm. ((Prima serie di quaderni di appunti, minute di racconti, recensioni, articoli. Serie ordinata dallo stesso Giuseppe Raimondi in carpette per anno.; HA PER ALTRO TITOLO 3626445 *Risposta per la Radio; HA PER ALTRO TITOLO 3626446 *Scrittori al microfono"
RDq 29 ;;0;0;;FR.A;QUADERNI.1;1955;14;08/03/93;;;;A ACQUISTO;Mat. document.-manoscr;Testo manoscritto;3626447;;"*Valigia delle Indie / [Giuseppe Raimondi]. - 1955. - 1 quaderno (10 p. ms. numerate irregolarmente su 10 c.) ; 21 cm. ((In cop. anche: Lacerba futurista; Sbarbaro; novembre 1955. - Ms.";"FA PARTE DI Mat. document.-manoscr 3621049 [*Quaderni manoscritti]. 1954-[1976] / Giuseppe Raimondi. - 1954-1976. - 308 quaderni ; 22 cm. ((Prima serie di quaderni di appunti, minute di racconti, recensioni, articoli. Serie ordinata dallo stesso Giuseppe Raimondi in carpette per anno."
RDq 30 ;;0;0;;FR.A;QUADERNI.1;1955;15;08/03/93;;;;A ACQUISTO;Mat. document.-manoscr;Testo manoscritto;3626443;;"*Bastianino  detto ""Gratella"" / [Giuseppe Raimondi]. - 1955. - 1 quaderno (6 p. ms. numerate su 10 c.) ; 21 cm. ((In cop. anche: 1955; a c. [1] anche: La valigia delle Indie e 23/11/55 depennato. - Ms.";"FA PARTE DI Mat. document.-manoscr 3621049 [*Quaderni manoscritti]. 1954-[1976] / Giuseppe Raimondi. - 1954-1976. - 308 quaderni ; 22 cm. ((Prima serie di quaderni di appunti, minute di racconti, recensioni, articoli. Serie ordinata dallo stesso Giuseppe Raimondi in carpette per anno."
RDq 31 ;;0;0;;FR.A;QUADERNI.1;1955;16;08/03/93;;;;A ACQUISTO;Mat. document.-manoscr;Testo manoscritto;3626452;;"*Vecchie botteghe a Bologna ; Radiguet, o del disegno ; Fotografie : per la Valigia. Dicembre 1955 / [Giuseppe Raimondi]. - 1955. - 1 quaderno (12 p. ms. numerate irregolarmente su 10 c.) ; 21 cm. ((Tit. a c. [1]: Botteghe a Bologna. - Ms.";"FA PARTE DI Mat. document.-manoscr 3621049 [*Quaderni manoscritti]. 1954-[1976] / Giuseppe Raimondi. - 1954-1976. - 308 quaderni ; 22 cm. ((Prima serie di quaderni di appunti, minute di racconti, recensioni, articoli. Serie ordinata dallo stesso Giuseppe Raimondi in carpette per anno.; CONTIENE ANCHE 3626453 *Radiguet, o del disegno; CONTIENE ANCHE 3626454 *Fotografie; HA PER ALTRO TITOLO 3626455 *Botteghe a Bologna"
RDq 32 ;;0;0;;FR.A;QUADERNI.1;1955;17;08/03/93;;;;A ACQUISTO;Mat. document.-manoscr;Testo manoscritto;3626456;;"*Rosai. (1955) / [Giuseppe Raimondi]. - 1955. - 1 quaderno (9 p. ms., di cui alcune numerate irregolarmente, su 10 c.) ; 21 cm. ((Contiene anche Il tabernacolo di via San Leonardo. - Ms.";"FA PARTE DI Mat. document.-manoscr 3621049 [*Quaderni manoscritti]. 1954-[1976] / Giuseppe Raimondi. - 1954-1976. - 308 quaderni ; 22 cm. ((Prima serie di quaderni di appunti, minute di racconti, recensioni, articoli. Serie ordinata dallo stesso Giuseppe Raimondi in carpette per anno."
RDq 33 ;;0;0;;FR.A;QUADERNI.1;1956;1;08/03/93;;;;A ACQUISTO;Mat. document.-manoscr;Testo manoscritto;3626457;;"*Progetti di novelle (o racconti) : gennaio 1956 / [Giuseppe Raimondi]. - 1956. - 1 quaderno (7 p. ms. numerate su 10 c.) ; 22 cm. ((Ms.";"FA PARTE DI Mat. document.-manoscr 3621049 [*Quaderni manoscritti]. 1954-[1976] / Giuseppe Raimondi. - 1954-1976. - 308 quaderni ; 22 cm. ((Prima serie di quaderni di appunti, minute di racconti, recensioni, articoli. Serie ordinata dallo stesso Giuseppe Raimondi in carpette per anno."
RDq 34 ;;0;0;;FR.A;QUADERNI.1;1956;2;08/03/93;;;;A ACQUISTO;Mat. document.-manoscr;Testo manoscritto;3626458;;"*Valigia e altro (progetti) : gennaio 1956 / [Giuseppe Raimondi]. - 1956. - 1 quaderno (11 p. ms. numerate irregolarmente su 10 c.) ; 22 cm. ((In cop. anche: Meryon. - Ms.";"FA PARTE DI Mat. document.-manoscr 3621049 [*Quaderni manoscritti]. 1954-[1976] / Giuseppe Raimondi. - 1954-1976. - 308 quaderni ; 22 cm. ((Prima serie di quaderni di appunti, minute di racconti, recensioni, articoli. Serie ordinata dallo stesso Giuseppe Raimondi in carpette per anno.; HA PER ALTRO TITOLO 3385552 UBO3812870 *Meryon."
RDq 35 ;;0;0;;FR.A;QUADERNI.1;1956;3;08/03/93;;;;A ACQUISTO;Mat. document.-manoscr;Testo manoscritto;3626459;;"La *natura morta. Febbraio 1956 / [Giuseppe Raimondi]. - 1956. - 1 quaderno (6 p. ms. numerate su 10 c.) ; 22 cm. ((Tit. a p. [1]: Anonimo bolognese : Valigia delle Indie. - Ms.";"FA PARTE DI Mat. document.-manoscr 3621049 [*Quaderni manoscritti]. 1954-[1976] / Giuseppe Raimondi. - 1954-1976. - 308 quaderni ; 22 cm. ((Prima serie di quaderni di appunti, minute di racconti, recensioni, articoli. Serie ordinata dallo stesso Giuseppe Raimondi in carpette per anno.; HA PER ALTRO TITOLO 3626460 *Anonimo bolognese : Valigia delle Indie"
RDq 36 ;;0;0;;FR.A;QUADERNI.1;1956;4;08/03/93;;;;A ACQUISTO;Mat. document.-manoscr;Testo manoscritto;3626461;;"*Lavori al casello due : racconto. Febbraio 1956 / [Giuseppe Raimondi]. - 1956. - 1 quaderno (17 p. ms., di cui 15 numerate 2-16, su 10 c.) ; 22 cm. ((In cop. anche: racconto; a p. [17]: 19.2.1956. - Ms.";"FA PARTE DI Mat. document.-manoscr 3621049 [*Quaderni manoscritti]. 1954-[1976] / Giuseppe Raimondi. - 1954-1976. - 308 quaderni ; 22 cm. ((Prima serie di quaderni di appunti, minute di racconti, recensioni, articoli. Serie ordinata dallo stesso Giuseppe Raimondi in carpette per anno."
RDq 37 ;;0;0;;FR.A;QUADERNI.1;1956;5;08/03/93;;;;A ACQUISTO;Mat. document.-manoscr;Testo manoscritto;3626462;;"La *valigia delle Indie. Febbraio-gennaio 1956 / [Giuseppe Raimondi]. - 1956. - 1 quaderno (12 p. ms. numerate irregolarmente su 10 c.) ; 22 cm. ((In cop. anche: Dieci anni; I sonetti di Pascarella. - Contiene anche ""Casomai"". - Ms.";"FA PARTE DI Mat. document.-manoscr 3621049 [*Quaderni manoscritti]. 1954-[1976] / Giuseppe Raimondi. - 1954-1976. - 308 quaderni ; 22 cm. ((Prima serie di quaderni di appunti, minute di racconti, recensioni, articoli. Serie ordinata dallo stesso Giuseppe Raimondi in carpette per anno."
