Inventario;Tipo materiale dell'inventario;Valore inventariale;Prezzo acquisto;Dati scarto/cancellazione;Sezione;Collocazione;Specificazione;Sequenza;Data inv.;Stato copia;Disponibilità;Precisazione inventario;Tipo provenienza;Tipo materiale;Tipo documento;Id.;Id. SBN;Descrizione isbd;Legami con titoli superiori o supplementi
RDa 77 ;;0;0;;FR.A;ARTICOLI1;1964;04.11 ;10/03/93;;;;A ACQUISTO;Mat. document.-manoscr;Testo manoscritto;3627224;;"*Gloria di Michelangelo / [Giuseppe Raimondi]. - 1964 aprile 11. - 5 c. ; 31 cm. ((Il resto del carlino 21.4.1964. - Ms.";"FA PARTE DI Mat. document.-manoscr 3621050 [*Manoscritti] / Giuseppe Raimondi. - 1960-1976. - 17 carpette ; 32 cm. ((Minute di articoli, racconti, quasi tutte su mezzi fogli protocollo, ordinate da Giuseppe Raimondi in carpette per anno, con indici. - Pubblicati su Il resto del carlino e altri periodici (cfr., anche per le date di pubblicazione, gli Indici fatti tenere dallo stesso G. R. ""Arte, Letteratura, Narrativa, Poesia: articoli pubblicati dal 1955: Il mondo, Il resto del carlino, La nazione, Corriere della sera, giornali vari"")."
RDa 78 ;;0;0;;FR.A;ARTICOLI1;1964;04.16 ;10/03/93;;;;A ACQUISTO;Mat. document.-manoscr;Testo manoscritto;3627228;;"*Burri: sacchi, cartoni, legni, ferri, plastiche : una nuova opera di Cesare Brandi / [Giuseppe Raimondi]. - 1964 aprile 16. - [3] c. ; 31 cm. ((Il resto del carlino 25.[3].1964. - Precede il tit.: Mondo di libri. - A c. [1], di altra mano, e nel quaderno degli Indici compare con il tit. ""Burri: dai sacchi alla plastica""; - Ms.";"FA PARTE DI Mat. document.-manoscr 3621050 [*Manoscritti] / Giuseppe Raimondi. - 1960-1976. - 17 carpette ; 32 cm. ((Minute di articoli, racconti, quasi tutte su mezzi fogli protocollo, ordinate da Giuseppe Raimondi in carpette per anno, con indici. - Pubblicati su Il resto del carlino e altri periodici (cfr., anche per le date di pubblicazione, gli Indici fatti tenere dallo stesso G. R. ""Arte, Letteratura, Narrativa, Poesia: articoli pubblicati dal 1955: Il mondo, Il resto del carlino, La nazione, Corriere della sera, giornali vari"").; HA PER ALTRO TITOLO 3627229 *Burri: dai sacchi alla plastica"
RDa 79 ;;0;0;;FR.A;ARTICOLI1;1964;04.28 ;10/03/93;;;;A ACQUISTO;Mat. document.-manoscr;Testo manoscritto;3627230;;"*Giorgio Morandi / [Giuseppe Raimondi]. - 1964 aprile 28. - [3] c. ; 31 cm. ((Il resto del carlino 19.6.1964. - A c. [1], di altra mano, e nel quaderno degli Indici compare con il tit. ""Morandi: un ideale di perfezione"". - Ms.";"FA PARTE DI Mat. document.-manoscr 3621050 [*Manoscritti] / Giuseppe Raimondi. - 1960-1976. - 17 carpette ; 32 cm. ((Minute di articoli, racconti, quasi tutte su mezzi fogli protocollo, ordinate da Giuseppe Raimondi in carpette per anno, con indici. - Pubblicati su Il resto del carlino e altri periodici (cfr., anche per le date di pubblicazione, gli Indici fatti tenere dallo stesso G. R. ""Arte, Letteratura, Narrativa, Poesia: articoli pubblicati dal 1955: Il mondo, Il resto del carlino, La nazione, Corriere della sera, giornali vari"").; HA PER ALTRO TITOLO 3627231 *Morandi: un ideale di perfezione"
RDa 80 ;;0;0;;FR.A;ARTICOLI1;1964;04.28 ;10/03/93;;;;A ACQUISTO;Mat. document.-manoscr;Testo manoscritto;3627225;;"*Scrittori di romanzo / [Giuseppe Raimondi]. - 1964. - 5 c. ; 31 cm. ((Il resto del carlino 28.4.1964. - Ms.";"FA PARTE DI Mat. document.-manoscr 3621050 [*Manoscritti] / Giuseppe Raimondi. - 1960-1976. - 17 carpette ; 32 cm. ((Minute di articoli, racconti, quasi tutte su mezzi fogli protocollo, ordinate da Giuseppe Raimondi in carpette per anno, con indici. - Pubblicati su Il resto del carlino e altri periodici (cfr., anche per le date di pubblicazione, gli Indici fatti tenere dallo stesso G. R. ""Arte, Letteratura, Narrativa, Poesia: articoli pubblicati dal 1955: Il mondo, Il resto del carlino, La nazione, Corriere della sera, giornali vari"")."
RDa 81 ;;0;0;;FR.A;ARTICOLI1;1964;05.04 ;10/03/93;;;;A ACQUISTO;Mat. document.-manoscr;Testo manoscritto;3627226;;"*Due monografie su Delacroix / [Giuseppe Raimondi]. - 1964 maggio 4. - [3] c. ; 31 cm. ((Il resto del carlino 20.5.1964. - A c. [1], di altra mano, e nel quaderno degli Indici compare con il tit. ""Il cantore di Napoleone : (Delacroix)"". - Ms.";"FA PARTE DI Mat. document.-manoscr 3621050 [*Manoscritti] / Giuseppe Raimondi. - 1960-1976. - 17 carpette ; 32 cm. ((Minute di articoli, racconti, quasi tutte su mezzi fogli protocollo, ordinate da Giuseppe Raimondi in carpette per anno, con indici. - Pubblicati su Il resto del carlino e altri periodici (cfr., anche per le date di pubblicazione, gli Indici fatti tenere dallo stesso G. R. ""Arte, Letteratura, Narrativa, Poesia: articoli pubblicati dal 1955: Il mondo, Il resto del carlino, La nazione, Corriere della sera, giornali vari"").; HA PER ALTRO TITOLO 3627227 Il *cantore di Napoleone : (Delacroix)"
RDa 82 ;;0;0;;FR.A;ARTICOLI1;1964;05.13 ;10/03/93;;;;A ACQUISTO;Mat. document.-manoscr;Testo manoscritto;3627232;;"*Ancora sugli scrittori di romanzo / Giuseppe Raimondi. - 1964 maggio 13. - 5 c. ; 31 cm. ((Il resto del carlino 16.5.1964. - A c. 1, di altra mano, e nel quaderno degli Indici compare con il tit. ""Letteratura e societa"". - Ms.";"FA PARTE DI Mat. document.-manoscr 3621050 [*Manoscritti] / Giuseppe Raimondi. - 1960-1976. - 17 carpette ; 32 cm. ((Minute di articoli, racconti, quasi tutte su mezzi fogli protocollo, ordinate da Giuseppe Raimondi in carpette per anno, con indici. - Pubblicati su Il resto del carlino e altri periodici (cfr., anche per le date di pubblicazione, gli Indici fatti tenere dallo stesso G. R. ""Arte, Letteratura, Narrativa, Poesia: articoli pubblicati dal 1955: Il mondo, Il resto del carlino, La nazione, Corriere della sera, giornali vari"").; HA PER ALTRO TITOLO 2956766 UBO0341332 *Letteratura e societa"
RDa 83 ;;0;0;;FR.A;ARTICOLI1;1964;05.15 ;10/03/93;;;;A ACQUISTO;Mat. document.-manoscr;Testo manoscritto;3627233;;"Il *tramonto dell'arte etrusca / [Giuseppe Raimondi]. - 1964 maggio 15. - 5 c. ; 31 cm. ((Il resto del carlino 22.5.1964. - A c. 1, di altra mano, e nel quaderno degli Indici compare con il tit. ""Non sono funeree le urne di Volterra"". - Ms.";"FA PARTE DI Mat. document.-manoscr 3621050 [*Manoscritti] / Giuseppe Raimondi. - 1960-1976. - 17 carpette ; 32 cm. ((Minute di articoli, racconti, quasi tutte su mezzi fogli protocollo, ordinate da Giuseppe Raimondi in carpette per anno, con indici. - Pubblicati su Il resto del carlino e altri periodici (cfr., anche per le date di pubblicazione, gli Indici fatti tenere dallo stesso G. R. ""Arte, Letteratura, Narrativa, Poesia: articoli pubblicati dal 1955: Il mondo, Il resto del carlino, La nazione, Corriere della sera, giornali vari"").; HA PER ALTRO TITOLO 3627234 *Non sono funeree le urne di Volterra"
RDa 84 ;;0;0;;FR.A;ARTICOLI1;1964;05.26 ;10/03/93;;;;A ACQUISTO;Mat. document.-manoscr;Testo manoscritto;3627237;;"La *polemica letteraria in Italia : qualche conclusione provvisoria / [Giuseppe Raimondi]; - 1964 maggio 26. - 5 c. ; 31 cm. ((Il resto del carlino 30.5.1964. - A c. 1, di altra mano, e nel quaderno degli Indici compare con il tit. ""Conclusioni sul romanzo"". - Ms.";"FA PARTE DI Mat. document.-manoscr 3621050 [*Manoscritti] / Giuseppe Raimondi. - 1960-1976. - 17 carpette ; 32 cm. ((Minute di articoli, racconti, quasi tutte su mezzi fogli protocollo, ordinate da Giuseppe Raimondi in carpette per anno, con indici. - Pubblicati su Il resto del carlino e altri periodici (cfr., anche per le date di pubblicazione, gli Indici fatti tenere dallo stesso G. R. ""Arte, Letteratura, Narrativa, Poesia: articoli pubblicati dal 1955: Il mondo, Il resto del carlino, La nazione, Corriere della sera, giornali vari"").; HA PER ALTRO TITOLO 3627238 *Conclusioni sul romanzo"
RDa 85 ;;0;0;;FR.A;ARTICOLI1;1964;06.05 ;10/03/93;;;;A ACQUISTO;Mat. document.-manoscr;Testo manoscritto;3627235;;"Gli *espressionisti a Palazzo Strozzi / [Giuseppe Raimondi]. - 1964 giugno 5. - 5 c. ; 31 cm. ((Il resto del carlino 9.6.1964. - Precede il tit.: Espressionismo, specchio dell'animo tedesco. - A c. 1, di altra mano, e nel quaderno degli Indici compare con il tit. ""La rivolta degli espressionisti"". - Ms.";"FA PARTE DI Mat. document.-manoscr 3621050 [*Manoscritti] / Giuseppe Raimondi. - 1960-1976. - 17 carpette ; 32 cm. ((Minute di articoli, racconti, quasi tutte su mezzi fogli protocollo, ordinate da Giuseppe Raimondi in carpette per anno, con indici. - Pubblicati su Il resto del carlino e altri periodici (cfr., anche per le date di pubblicazione, gli Indici fatti tenere dallo stesso G. R. ""Arte, Letteratura, Narrativa, Poesia: articoli pubblicati dal 1955: Il mondo, Il resto del carlino, La nazione, Corriere della sera, giornali vari"").; HA PER ALTRO TITOLO 3627236 La *rivolta degli espressionisti"
RDa 86 ;;0;0;;FR.A;ARTICOLI1;1964;06.10 ;10/03/93;;;;A ACQUISTO;Mat. document.-manoscr;Testo manoscritto;3627239;;"La *mostra antologica del pittore Carlo Corsi / [Giuseppe Raimondi]. - 1964 giugno 10. - 5 c. ; 31 cm. ((Il resto del carlino 13.6.1964. - Nel quaderno degli Indici compare con il tit. ""La pittura di Carlo Corsi"". - A c. 1, di altra mano, anche: La pittura di Carlo Corsi splende di intimo naturalismo. - Ms.";"FA PARTE DI Mat. document.-manoscr 3621050 [*Manoscritti] / Giuseppe Raimondi. - 1960-1976. - 17 carpette ; 32 cm. ((Minute di articoli, racconti, quasi tutte su mezzi fogli protocollo, ordinate da Giuseppe Raimondi in carpette per anno, con indici. - Pubblicati su Il resto del carlino e altri periodici (cfr., anche per le date di pubblicazione, gli Indici fatti tenere dallo stesso G. R. ""Arte, Letteratura, Narrativa, Poesia: articoli pubblicati dal 1955: Il mondo, Il resto del carlino, La nazione, Corriere della sera, giornali vari"").; HA PER ALTRO TITOLO 3627240 La *pittura di Carlo Corsi; HA PER ALTRO TITOLO 3627241 La *pittura di Carlo Corsi splende di intimo naturalismo"
RDa 87 ;;0;0;;FR.A;ARTICOLI1;1964;06.19 ;10/03/93;;;;A ACQUISTO;Mat. document.-manoscr;Testo manoscritto;3627242;;"La *32. Biennale internazionale d'arte di Venezia / [Giuseppe Raimondi]. - 1964 giugno 19. - 5 c. ; 31 cm. ((Il resto del carlino 21.6.1964. - A c. 1, di altra mano, e nel quaderno degli Indici compare con il tit. ""Perche rifarsi all'anno zero?"". - Ms.";"FA PARTE DI Mat. document.-manoscr 3621050 [*Manoscritti] / Giuseppe Raimondi. - 1960-1976. - 17 carpette ; 32 cm. ((Minute di articoli, racconti, quasi tutte su mezzi fogli protocollo, ordinate da Giuseppe Raimondi in carpette per anno, con indici. - Pubblicati su Il resto del carlino e altri periodici (cfr., anche per le date di pubblicazione, gli Indici fatti tenere dallo stesso G. R. ""Arte, Letteratura, Narrativa, Poesia: articoli pubblicati dal 1955: Il mondo, Il resto del carlino, La nazione, Corriere della sera, giornali vari"").; HA PER ALTRO TITOLO 3627243 *Perche rifarsi all'anno zero?"
RDa 88 ;;0;0;;FR.A;ARTICOLI1;1964;06.22 ;10/03/93;;;;A ACQUISTO;Mat. document.-manoscr;Testo manoscritto;3627246;;"La *mostra: lo ""Spettacolo Dubuffet"" a Venezia / [Giuseppe Raimondi]. - 1964 giugno 22. - 5 c. ; 31 cm. ((Il resto del carlino 30.6.1964. - A c. 1, di altra mano, e nel quaderno degli Indici compare con il tit. ""Spettacolo Dubuffet"". - Ms.";"FA PARTE DI Mat. document.-manoscr 3621050 [*Manoscritti] / Giuseppe Raimondi. - 1960-1976. - 17 carpette ; 32 cm. ((Minute di articoli, racconti, quasi tutte su mezzi fogli protocollo, ordinate da Giuseppe Raimondi in carpette per anno, con indici. - Pubblicati su Il resto del carlino e altri periodici (cfr., anche per le date di pubblicazione, gli Indici fatti tenere dallo stesso G. R. ""Arte, Letteratura, Narrativa, Poesia: articoli pubblicati dal 1955: Il mondo, Il resto del carlino, La nazione, Corriere della sera, giornali vari"").; HA PER ALTRO TITOLO 3627247 *Spettacolo Dubuffet"
RDa 89 ;;0;0;;FR.A;ARTICOLI1;1964;06.30 ;10/03/93;;;;A ACQUISTO;Mat. document.-manoscr;Testo manoscritto;3627244;;"Gli *italiani alla Biennale di Venezia : (dalla ""pop art"" al gruppo dei bolognesi) / [Giuseppe Raimondi]. - 1964 giugno 30. - 5 p. su 4 c. ; 31 cm. ((Il resto del carlino 7.7.1964. - A p. 1, di altra mano, e nel quaderno degli Indici compare con il tit. ""Topless e pop art sono la stessa cosa?"". - Ms.";"FA PARTE DI Mat. document.-manoscr 3621050 [*Manoscritti] / Giuseppe Raimondi. - 1960-1976. - 17 carpette ; 32 cm. ((Minute di articoli, racconti, quasi tutte su mezzi fogli protocollo, ordinate da Giuseppe Raimondi in carpette per anno, con indici. - Pubblicati su Il resto del carlino e altri periodici (cfr., anche per le date di pubblicazione, gli Indici fatti tenere dallo stesso G. R. ""Arte, Letteratura, Narrativa, Poesia: articoli pubblicati dal 1955: Il mondo, Il resto del carlino, La nazione, Corriere della sera, giornali vari"").; HA PER ALTRO TITOLO 3627245 *Topless e pop art sono la stessa cosa?"
RDa 90 ;;0;0;;FR.A;ARTICOLI1;1964;07.21 ;10/03/93;;;;A ACQUISTO;Mat. document.-manoscr;Testo manoscritto;3627248;;"La *Festa mobile di Hemingway / [Giuseppe raimondi]. - 1964. - 5 c. ; 31 cm. ((Il resto del carlino 21.7.1964. - A c. 1, di altra mano, e nel quaderno degli Indici compare con il tit. ""Hemingway postumo : (La festa mobile)"". - Ms.";"FA PARTE DI Mat. document.-manoscr 3621050 [*Manoscritti] / Giuseppe Raimondi. - 1960-1976. - 17 carpette ; 32 cm. ((Minute di articoli, racconti, quasi tutte su mezzi fogli protocollo, ordinate da Giuseppe Raimondi in carpette per anno, con indici. - Pubblicati su Il resto del carlino e altri periodici (cfr., anche per le date di pubblicazione, gli Indici fatti tenere dallo stesso G. R. ""Arte, Letteratura, Narrativa, Poesia: articoli pubblicati dal 1955: Il mondo, Il resto del carlino, La nazione, Corriere della sera, giornali vari"").; HA PER ALTRO TITOLO 3627249 *Hemingway postumo : (La festa mobile)"
RDa 91 ;;0;0;;FR.A;ARTICOLI1;1964;07.28 ;10/03/93;;;;A ACQUISTO;Mat. document.-manoscr;Testo manoscritto;3627250;;"Gli *stranieri alla Biennale di Venezia / [Giuseppe raimondi]. - 1964. - 6 p. su 5 c. ; 31 cm. ((Il resto del carlino 28.7.1964. - A p. 1, di altra mano, e nel quaderno degli Indici compare con il tit. ""Gli amati orizzonti europei : (Biennale)"". - Ms.";"FA PARTE DI Mat. document.-manoscr 3621050 [*Manoscritti] / Giuseppe Raimondi. - 1960-1976. - 17 carpette ; 32 cm. ((Minute di articoli, racconti, quasi tutte su mezzi fogli protocollo, ordinate da Giuseppe Raimondi in carpette per anno, con indici. - Pubblicati su Il resto del carlino e altri periodici (cfr., anche per le date di pubblicazione, gli Indici fatti tenere dallo stesso G. R. ""Arte, Letteratura, Narrativa, Poesia: articoli pubblicati dal 1955: Il mondo, Il resto del carlino, La nazione, Corriere della sera, giornali vari"").; HA PER ALTRO TITOLO 3627251 Gli *amati orizzonti europei : (Biennale)"
RDa 92 ;;0;0;;FR.A;ARTICOLI1;1964;08.11 ;10/03/93;;;;A ACQUISTO;Mat. document.-manoscr;Testo manoscritto;3627254;;"Un *suono di fisarmonica / [Giuseppe Raimondi]. - 1964. - 5 c. ; 20 cm. ((Il resto del carlino 11.8.1964. - Nel quaderno degli Indici compare con il tit. ""La fisarmonica : (Petrarca)"". - Ms.";"FA PARTE DI Mat. document.-manoscr 3621050 [*Manoscritti] / Giuseppe Raimondi. - 1960-1976. - 17 carpette ; 32 cm. ((Minute di articoli, racconti, quasi tutte su mezzi fogli protocollo, ordinate da Giuseppe Raimondi in carpette per anno, con indici. - Pubblicati su Il resto del carlino e altri periodici (cfr., anche per le date di pubblicazione, gli Indici fatti tenere dallo stesso G. R. ""Arte, Letteratura, Narrativa, Poesia: articoli pubblicati dal 1955: Il mondo, Il resto del carlino, La nazione, Corriere della sera, giornali vari"").; HA PER ALTRO TITOLO 3627255 La *fisarmonica : (Petrarca)"
RDa 93 ;;0;0;;FR.A;ARTICOLI1;1964;08.12 ;10/03/93;;;;A ACQUISTO;Mat. document.-manoscr;Testo manoscritto;3627252;;"La *mostra di disegni di Emilio Greco a Pisa / [Giuseppe Raimondi]. - 1964. - [3] p. su 2 c. ; 31 cm. ((Il resto del carlino 12.8.1964. - A p. [1], di altra mano, e nel quaderno degli Indici compare con il tit. ""I disegni di Greco"". - Ms.";"FA PARTE DI Mat. document.-manoscr 3621050 [*Manoscritti] / Giuseppe Raimondi. - 1960-1976. - 17 carpette ; 32 cm. ((Minute di articoli, racconti, quasi tutte su mezzi fogli protocollo, ordinate da Giuseppe Raimondi in carpette per anno, con indici. - Pubblicati su Il resto del carlino e altri periodici (cfr., anche per le date di pubblicazione, gli Indici fatti tenere dallo stesso G. R. ""Arte, Letteratura, Narrativa, Poesia: articoli pubblicati dal 1955: Il mondo, Il resto del carlino, La nazione, Corriere della sera, giornali vari"").; HA PER ALTRO TITOLO 3627253 I *disegni di Greco"
RDa 94 ;;0;0;;FR.A;ARTICOLI1;1964;08.16 ;10/03/93;;;;A ACQUISTO;Mat. document.-manoscr;Testo manoscritto;3627256;;"L'*abito di nozze / [Giuseppe Raimondi]. - 1964. - 6 p. su 3 c. ; 20 cm. ((Il resto del carlino 16.8.1964. - Ms.";"FA PARTE DI Mat. document.-manoscr 3621050 [*Manoscritti] / Giuseppe Raimondi. - 1960-1976. - 17 carpette ; 32 cm. ((Minute di articoli, racconti, quasi tutte su mezzi fogli protocollo, ordinate da Giuseppe Raimondi in carpette per anno, con indici. - Pubblicati su Il resto del carlino e altri periodici (cfr., anche per le date di pubblicazione, gli Indici fatti tenere dallo stesso G. R. ""Arte, Letteratura, Narrativa, Poesia: articoli pubblicati dal 1955: Il mondo, Il resto del carlino, La nazione, Corriere della sera, giornali vari"")."
RDa 95 ;;0;0;;FR.A;ARTICOLI1;1964;09.02 ;10/03/93;;;;A ACQUISTO;Mat. document.-manoscr;Testo manoscritto;3627257;;"La *Cappella Portinari in Sant'Ambrogio a Milano / [Giuseppe Raimondi]. - 1964.  - [3] c. ; 31 cm. ((Il resto del carlino 2.9.1964. - A c. [1], di altra mano, e nel quaderno degli Indici compare con il tit. ""Un'oasi di toscanita"". - Ms.";"FA PARTE DI Mat. document.-manoscr 3621050 [*Manoscritti] / Giuseppe Raimondi. - 1960-1976. - 17 carpette ; 32 cm. ((Minute di articoli, racconti, quasi tutte su mezzi fogli protocollo, ordinate da Giuseppe Raimondi in carpette per anno, con indici. - Pubblicati su Il resto del carlino e altri periodici (cfr., anche per le date di pubblicazione, gli Indici fatti tenere dallo stesso G. R. ""Arte, Letteratura, Narrativa, Poesia: articoli pubblicati dal 1955: Il mondo, Il resto del carlino, La nazione, Corriere della sera, giornali vari"").; HA PER ALTRO TITOLO 3627258 Un'*oasi di toscanita"
RDa 96 ;;0;0;;FR.A;ARTICOLI1;1964;09.23 ;10/03/93;;;;A ACQUISTO;Mat. document.-manoscr;Testo manoscritto;3627259;;"Una *mostra che si legge come un libro : arte ferrarese a Palazzo dei Diamanti / [Giuseppe Raimondi]; - 1964. - [3] c. ; 31 cm. ((Il resto del carlino 23.9.1964. - A c. [1], di altra mano, e nel quaderno degli Indici compare con il tit. ""Una mostra che si ""legge"" : (Palazzo Diamanti)"". - Ms.";"FA PARTE DI Mat. document.-manoscr 3621050 [*Manoscritti] / Giuseppe Raimondi. - 1960-1976. - 17 carpette ; 32 cm. ((Minute di articoli, racconti, quasi tutte su mezzi fogli protocollo, ordinate da Giuseppe Raimondi in carpette per anno, con indici. - Pubblicati su Il resto del carlino e altri periodici (cfr., anche per le date di pubblicazione, gli Indici fatti tenere dallo stesso G. R. ""Arte, Letteratura, Narrativa, Poesia: articoli pubblicati dal 1955: Il mondo, Il resto del carlino, La nazione, Corriere della sera, giornali vari"").; HA PER ALTRO TITOLO 3627260 Una *mostra che si ""legge"" : (Palazzo Diamanti"""
RDa 97 ;;0;0;;FR.A;ARTICOLI1;1964;10.29 ;10/03/93;;;;A ACQUISTO;Mat. document.-manoscr;Testo manoscritto;3627261;;"*Due pittori friulani, Sebastiano Bombelli e Antonio Carneo / [Giuseppe Raimondi]. - 1964. - [3] c. ; 31 cm. ((Il resto del carlino 29.10.1964. - A c. [1], di altra mano, e nel quaderno degli Indici compare con il tit. ""Una mostra di pittura in chiesa"". - Ms.";"FA PARTE DI Mat. document.-manoscr 3621050 [*Manoscritti] / Giuseppe Raimondi. - 1960-1976. - 17 carpette ; 32 cm. ((Minute di articoli, racconti, quasi tutte su mezzi fogli protocollo, ordinate da Giuseppe Raimondi in carpette per anno, con indici. - Pubblicati su Il resto del carlino e altri periodici (cfr., anche per le date di pubblicazione, gli Indici fatti tenere dallo stesso G. R. ""Arte, Letteratura, Narrativa, Poesia: articoli pubblicati dal 1955: Il mondo, Il resto del carlino, La nazione, Corriere della sera, giornali vari"").; HA PER ALTRO TITOLO 3627262 Una *mostra di pittura in chiesa"
RDa 98 ;;0;0;;FR.A;ARTICOLI1;1964;11.25 ;10/03/93;;;;A ACQUISTO;Mat. document.-manoscr;Testo manoscritto;3627263;;"*Picasso sempre Picasso : recenti pubblicazioni picassiane / [Giuseppe Raimondi]. - 1964 novembre 12. - [3] c. ; 31 cm. ((Il resto del carlino 25.11.1964. - A c. [1], di altra mano, e nel quaderno degli Indici compare con il tit. ""Le signore di Picasso"". - Ms.";"FA PARTE DI Mat. document.-manoscr 3621050 [*Manoscritti] / Giuseppe Raimondi. - 1960-1976. - 17 carpette ; 32 cm. ((Minute di articoli, racconti, quasi tutte su mezzi fogli protocollo, ordinate da Giuseppe Raimondi in carpette per anno, con indici. - Pubblicati su Il resto del carlino e altri periodici (cfr., anche per le date di pubblicazione, gli Indici fatti tenere dallo stesso G. R. ""Arte, Letteratura, Narrativa, Poesia: articoli pubblicati dal 1955: Il mondo, Il resto del carlino, La nazione, Corriere della sera, giornali vari"").; HA PER ALTRO TITOLO 3627264 Le *signore di Picasso"
RDa 99 ;;0;0;;FR.A;ARTICOLI1;1964;11.27 ;10/03/93;;;;A ACQUISTO;Mat. document.-manoscr;Testo manoscritto;3627266;;"Una *monografia di Virgilio Guidi / [Giuseppe Raimondi]. - 1964 novembre 27. - 3 c. ; 31 cm. ((Il resto del carlino 29.11.1964. - A c. 1, di altra mano, e nel quaderno degli Indici compare con il tit. ""La coerenza di Guidi"". - Ms.";"FA PARTE DI Mat. document.-manoscr 3621050 [*Manoscritti] / Giuseppe Raimondi. - 1960-1976. - 17 carpette ; 32 cm. ((Minute di articoli, racconti, quasi tutte su mezzi fogli protocollo, ordinate da Giuseppe Raimondi in carpette per anno, con indici. - Pubblicati su Il resto del carlino e altri periodici (cfr., anche per le date di pubblicazione, gli Indici fatti tenere dallo stesso G. R. ""Arte, Letteratura, Narrativa, Poesia: articoli pubblicati dal 1955: Il mondo, Il resto del carlino, La nazione, Corriere della sera, giornali vari"").; HA PER ALTRO TITOLO 3627267 La *coerenza di Guidi"
RDa 100 ;;0;0;;FR.A;ARTICOLI1;1964;12.09 ;10/03/93;;;;A ACQUISTO;Mat. document.-manoscr;Testo manoscritto;3627268;;"Le *meraviglie di Venezia / [Giuseppe Raimondi]. - 1964 dicembre 9. - 5 c. ; 31 cm. ((Il resto del carlino 23.12.1964. - Ms.";"FA PARTE DI Mat. document.-manoscr 3621050 [*Manoscritti] / Giuseppe Raimondi. - 1960-1976. - 17 carpette ; 32 cm. ((Minute di articoli, racconti, quasi tutte su mezzi fogli protocollo, ordinate da Giuseppe Raimondi in carpette per anno, con indici. - Pubblicati su Il resto del carlino e altri periodici (cfr., anche per le date di pubblicazione, gli Indici fatti tenere dallo stesso G. R. ""Arte, Letteratura, Narrativa, Poesia: articoli pubblicati dal 1955: Il mondo, Il resto del carlino, La nazione, Corriere della sera, giornali vari"")."
RDa 101 ;;0;0;;FR.A;ARTICOLI1;1964;12.14 ;10/03/93;;;;A ACQUISTO;Mat. document.-manoscr;Testo manoscritto;3627265;;"Le *incisioni di Luciano De Vita : un visionario del nostro tempo / [Giuseppe Raimondi]. - 1964 dicembre 14. - 5 c. ; 31 cm. ((Il resto del carlino 8.1.1965. - Ms.";"FA PARTE DI Mat. document.-manoscr 3621050 [*Manoscritti] / Giuseppe Raimondi. - 1960-1976. - 17 carpette ; 32 cm. ((Minute di articoli, racconti, quasi tutte su mezzi fogli protocollo, ordinate da Giuseppe Raimondi in carpette per anno, con indici. - Pubblicati su Il resto del carlino e altri periodici (cfr., anche per le date di pubblicazione, gli Indici fatti tenere dallo stesso G. R. ""Arte, Letteratura, Narrativa, Poesia: articoli pubblicati dal 1955: Il mondo, Il resto del carlino, La nazione, Corriere della sera, giornali vari"")."
RDa 102 ;;0;0;;FR.A;ARTICOLI1;1965;01.04 ;10/03/93;;;;A ACQUISTO;Mat. document.-manoscr;Testo manoscritto;3627269;;"L'*anima di Morandi / [Giuseppe Raimondi]. - 1965 gennaio 4. - 5 c. ; 31 cm. ((Il resto del carlino 10.1.1965. - Tit. di mano di G. R. ""Da oggi ricomincia la storia di Giorgio Morandi"" depennato. - La c. 2 e inserita a rovescio. - Ms.";"FA PARTE DI Mat. document.-manoscr 3621050 [*Manoscritti] / Giuseppe Raimondi. - 1960-1976. - 17 carpette ; 32 cm. ((Minute di articoli, racconti, quasi tutte su mezzi fogli protocollo, ordinate da Giuseppe Raimondi in carpette per anno, con indici. - Pubblicati su Il resto del carlino e altri periodici (cfr., anche per le date di pubblicazione, gli Indici fatti tenere dallo stesso G. R. ""Arte, Letteratura, Narrativa, Poesia: articoli pubblicati dal 1955: Il mondo, Il resto del carlino, La nazione, Corriere della sera, giornali vari"")."
RDa 103 ;;0;0;;FR.A;ARTICOLI1;1965;01.23 ;10/03/93;;;;A ACQUISTO;Mat. document.-manoscr;Testo manoscritto;3627270;;"La *polemica di P. P. Pasolini sulla lingua / [Giuseppe Raimondi]. - 1965 gennaio 23. - 5 c. ; 31 cm. ((Il resto del carlino 28.1.1965. - Nel quaderno degli Indici compare con il tit. ""Questa nostra lingua : (polemica con Pasolini)"". - Ms.";"FA PARTE DI Mat. document.-manoscr 3621050 [*Manoscritti] / Giuseppe Raimondi. - 1960-1976. - 17 carpette ; 32 cm. ((Minute di articoli, racconti, quasi tutte su mezzi fogli protocollo, ordinate da Giuseppe Raimondi in carpette per anno, con indici. - Pubblicati su Il resto del carlino e altri periodici (cfr., anche per le date di pubblicazione, gli Indici fatti tenere dallo stesso G. R. ""Arte, Letteratura, Narrativa, Poesia: articoli pubblicati dal 1955: Il mondo, Il resto del carlino, La nazione, Corriere della sera, giornali vari"").; HA PER ALTRO TITOLO 3627271 *Questa nostra lingua : (polemica con Pasolini)"
