"Notebook","Title","Page count"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq307/object","Blaise Cendras nous parle. 20.9.1976 ; Gli orologi di Morello : (presentazione). 27.9.76","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq307/object","Blaise Cendras nous parle. 20.9.1976","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq206/object","I mesi del duomo di Ferrara","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq187/object","L'anno di Delacroix, il '63. 26.10.1963 ; Colloqui con Berenson. 7.11.63 ; Gli inglesi a Firenze : (i disegni di Horm). 12.11.63","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq187/object","L'anno di Delacroix, il '63. 26.10.1963","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq197/object","L'abito di nozze","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq226/object","1. Un pensiero di Leopardi : (Zibaldone, 2. vol.). 23.9.966 ; 2. Nota su Carlo Porta romantico e realista. 3.10.1966 ; 3. L'inverno di Dante. 13.10.1966","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq226/object","1. Un pensiero di Leopardi : (Zibaldone, 2. vol.). 23.9.966","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq58/object","Varie. Giugno 1957","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq68/object","De Pisis : nuovi appunti. (Dicembre 1957)","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq362/object","Dare e avere. 20.11.1952","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq69/object","Varie. (Dicembre 1957)","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq50/object","Belgio","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq238/object","Come dei bachi da seta : racconto : (ripreso dalla ""Scatola dei ricordi"", 1963). 24.2.968","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq238/object","Come dei bachi da seta : racconto : (ripreso dalla ""Scatola dei ricordi"", 1963). 24.2.968 ; La pianura e il fiume. 28.2.968","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq217/object","Severino Ferrari","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq65/object","Articoli vari. Ottobre 1957","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq173/object","Antonio, Bartolomeo e Alvise Vivarini. 9.2.1963","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq173/object","Antonio, Bartolomeo e Alvise Vivarini. 9.2.1963 ; La fine dell'inverno : (Magalotti). 13.2.963 ; Il pittore Carlo Bonomi. 21.3.963","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq373/object","Il Pontelungo. Racconto. 1953?","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq162/object","Mantegna. Sett. 1961","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq134/object","Blaise Cendras : ""la conferenza""","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq296/object","Gli amici della sera : articolo per la rivista ""Video"" di Alfredo Merio","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq133/object","Vecchio mantovano. 28.1.1961","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq133/object","Vecchio mantovano. 28.1.1961 ; Taccuinetto faentino di Dino Campana. 18.2.1961","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq136/object","Marcel Schwob ancora. 28.2.1961 ; Conversazione verso sera. 5.3.1961","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq136/object","Marcel Schwob ancora. 28.2.1961","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq288/object","L'ovo di Colombo : (taccuini) ; Idea dell'Italia. 31.7.73 ; Un amico se ne va. 6.8.73 ; L'officina. 12.8.73","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq288/object","L'ovo di Colombo : (taccuini)","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq42/object","Il Pontormo ; Lorenzo Montano. 2 aprile '56, 2 maggio '56","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq42/object","Il Pontormo","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq391/object","Uno scrittore come un pesce . 12.8.1977","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq391/object","Uno scrittore come un pesce . 12.8.1977 ; L'ultimo poeta ""maudit"" d'Italia : (Dino Campana). 18.8.1977","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq138/object","I viaggi di Ungaretti. 25.3.1961 ; L'Africa di Rimbaud. 20.3.1961","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq138/object","I viaggi di Ungaretti. 25.3.1961","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq41/object","Cornelia Martinetti : aprile 1956","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq171/object","L'opera di Cardarelli. 7.1.963 ; Cezanne a Basilea. 12.1.1963 ; Una traduzione di Pascal. 22.1.1963","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq171/object","L'opera di Cardarelli. 7.1.963","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq53/object","Manzoni. 12 marzo 1957","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq15/object","Un mitragliamento. 27 dic. 1954","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq252/object","Racconto di notte. 13-18 aprile 1969","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq200/object","Una sera d'ottobre","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq260/object","Le parole : racconto. 5.3.1970","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq260/object","Le parole : racconto. 5.3.1970 ; Mezzo secolo di ricordi. 10.3.1970 ; Lo scultore toscano : (V. Venturi). 14.3.1970","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq97/object","Michael Sweerts. (Febbr. 1959) ; La casa di Mallarme a Valvins. (Marzo '59)","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq97/object","Michael Sweerts. (Febbr. 1959)","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq429/object","La bassa ferrarese","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq115/object","Una notte di Baudelaire. (4.3.1960) ; Gente di pianura. (16.3.196) ; Una visita di Giotti","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq115/object","Una notte di Baudelaire. (4.3.1960)","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq124/object","Presagi dell'autunno","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq124/object","Presagi dell'autunno ; Ricordo di Supervielle","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq26/object","Una vecchia bolognese. Luglio 1955","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq26/object","Una vecchia bolognese. Luglio 1955 ; Antonio Fiacchi scrittore ; Tre lettere di Valery","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq164/object","Odilon Redon, il pittore visionario. 16.7.1962","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq164/object","Odilon Redon, il pittore visionario. 16.7.1962 ; L'armeno Arshile Gorky. 27.7.62 ; Viaggio a Bassano. 3.8.1962","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq205/object","Aurora e Frammenti di Nietzsche. 28.4.965","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq205/object","Aurora e Frammenti di Nietzsche. 28.4.965 ; Paesaggi di Versilia. 18.5.965","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq72/object","I vecchi mestieri. (2 gennaio 1958)","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq239/object","Nanni di Banco. 4.3.1968","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq35/object","La natura morta. Febbraio 1956","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq379/object","L'officina. 1954","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq375/object","Varie. Giugno 1953 ; Dare e avere. Luglio 1953","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq375/object","Varie. Giugno 1953","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq382/object","L'album del Belgio : Il lago d'Amore","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq270/object","Sulla torre Asinelli : (alfabeto in sogno). 21.9.70","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq386/object","Il capitano dei termosifoni. 30 ottobre 1977","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq105/object","Storie d'amore. 28.6.1959","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq105/object","Storie d'amore. 28.6.1959 ; Il caso ""Henri Michaux"". 10.7.959","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq264/object","Un paese del mondo : racconto. 11.8.1970","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq17/object","Fumisteria : gennaio 1955","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq258/object","I francesi di Emilio Cecchi : saggio per la miscellanea in onore di M. Fubini. Dicembre 1969","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq81/object","Di alcune date","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq81/object","Di alcune date ; Gerard de Nerval","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq150/object","Un figlio della rivoluzione : Gericault","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq150/object","Un figlio della rivoluzione : Gericault ; I cordai di porta Galliera. 1.12.'961 ; Una illustrazione per Valery. 5.12.1961","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq161/object","Osservazioni su Giovanni Verga","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq82/object","Charles Peguy : (Valigia) ; L'album dei mille. Giugno 1958","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq82/object","Charles Peguy : (Valigia)","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq87/object","L'""alba"" del Memoriale 64. 15.9.58","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq87/object","L'""alba"" del Memoriale 64. 15.9.58 ; Lorenzo Montano, un ricordo. 28.9.58","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq420/object","La vecchia. 2. quaderno","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq269/object","Una sera di dicembre. Dicembre 1970","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq306/object","Una lettera di Ungaretti. 29.11.1976","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq52/object","Appunti - note varie ; Monsu Bernardo. Da febbraio 1957","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq52/object","Appunti - note varie","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq376/object","Varie. Giugno - luglio 1953. Agosto 1953 (Venturina)","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq7/object","Varie. Febbraio, marzo 1954","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq141/object","Le sculture di Daumier. 21.5.961 ; Un uomo intraprendente. 25.5.961","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq141/object","Le sculture di Daumier. 21.5.961","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq143/object","Pascal a casa sua. 2 giugno 1961","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq45/object","Progetti lavori per la Radio ; La valigia delle Indie. Luglio e agosto 1956","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq45/object","Progetti lavori per la Radio","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq137/object","Il doganiere Rousseau e gli altri. 8.3.1961","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq137/object","Il doganiere Rousseau e gli altri. 8.3.1961 ; Pierre Reverdy : 1917. 15.3.961","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq234/object","Una rosa per Nerval. 5.12.967","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq234/object","Una rosa per Nerval. 5.12.967 ; Variazione sul bianco. 31.12.967","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq47/object","Varie. Agosto 1956","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq440/object","Giacobbe e le sue donne","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq170/object","Il Vitale da Bologna di Gnudi. 23.12.962 ; Marc Chagall. (2.1.1963)","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq170/object","Il Vitale da Bologna di Gnudi. 23.12.962","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq381/object","Varie. Giugno 1954. 1. Manet","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq49/object","Un pittore a Bologna : Germano Passarelli (1928)","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq354/object","Varie, 2. Gennaio 1950","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq120/object","Le cave di Maiano. 14.6.960","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq120/object","Le cave di Maiano. 14.6.960 ; Il Carlo Porta di D. Isella. 22.6.960 ; La piazza nel sole. 26.6.960","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq247/object","Giornate romane. 21.10.1968","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq247/object","Giornate romane. 21.10.1968 ; Un poco di neve : racconto. 15.12.968","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq383/object","Quadretti e capricci. 30.5.76 ; Gli angeli sono fra di noi : nuova versione. Giugno '76 ; Dove incomincia il Reno. 12/7/76 ; Le giornate di questa lunga estate : versione 1. Luglio 76","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq383/object","Quadretti e capricci. 30.5.76","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq303/object","Una forca per il poeta Francois Villon","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq18/object","Cortile bolognese. 3 gennaio 1955","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq11/object","A proposito delle Lettere di condannati a morte. Agosto 1954","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq212/object","Il mito di Parigi. 19.10.965","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq212/object","Il mito di Parigi. 19.10.965 ; Visioni di William Blake. 5.11.965","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq266/object","Preparativi per un collaudo : racconto. Aprile 1971","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq279/object","Le carte di Blaise Pascal. 24.5.72","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq279/object","Le carte di Blaise Pascal. 24.5.72 ; Saluto per un nostro libro. 29.5.72","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq286/object","La bocca di dama. 4 sett. 972 ; Matteo il bottaio","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq286/object","La bocca di dama. 4 sett. 972","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq219/object","Umano, troppo umano di Nietzsche. 25.1.966 ; Progetti per articoli e racconti dal 20 febbraio","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq219/object","Umano, troppo umano di Nietzsche. 25.1.966","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq367/object","La vecchia. Racconto, 1952. 1. quaderno","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq142/object","Ritratti romagnoli. Maggio-giugno 1961","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq245/object","L'ospizio","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq208/object","Quaderno V. V.","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq222/object","Domenica di maggio. 9.5.1966 ; Viaggio pittorico da Bologna a Modena : (Corazza). 18.5.66 ; Il ""mostro"" Francois Villon. 24.5.966","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq222/object","Domenica di maggio. 9.5.1966","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq235/object","L'estate di San Martino. 10.12.967 ; Fuga in bianco. 19.12.967. 30.12.967 ; Domenica al mare. 26.12.967","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq235/object","L'estate di San Martino. 10.12.967","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq140/object","Ritrattini romagnoli. Maggio 1961","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq250/object","Montaigne con la fiamma ossidrica. 16.1.969","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq207/object","Una piccola fetta di mondo. Salsomaggiore 18.8.65","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq207/object","Una piccola fetta di mondo. Salsomaggiore 18.8.65 ; Ricordo di Emilio Lovarini. 25.10.1965","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq297/object","Il Miserere di Carlo Porta. Gennaio 1975","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq131/object","Almanacchi, almanacchi nuovi, lunari nuovi. 10.1.1961 ; Vita e pittura di Ottone Rosai. 20.1.1961","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq131/object","Almanacchi, almanacchi nuovi, lunari nuovi. 10.1.1961","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq248/object","Rio Maggiore : 2. parte. 30.10.1968","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq248/object","Rio Maggiore : 2. parte. 30.10.1968 ; Incontro al parco. 1.11.1968","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq276/object","L'orologio del soldato. 23.2.1972 ; Un proverbio bolognese. 4.3.1972","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq276/object","L'orologio del soldato. 23.2.1972","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq280/object","Le finestre. 9 ottobre 1972","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq388/object","Mallarme attraverso un paesaggio di Vuillard. 7.10.977","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq39/object","Il salotto della contessa Teresa Malvezzi ; Il salotto di Cornelia Martinelli : appunti. Marzo 1956","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq39/object","Il salotto della contessa Teresa Malvezzi","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq25/object","Varie. 1953","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq4/object","Dare & avere. Aprile 1954","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq95/object","L'otto di spade. (16.1.1959)","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq95/object","L'otto di spade. (16.1.1959) ; I quarant'anni della Ronda. (2.2.959)","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq195/object","La venexiana. 2.3.1964 ; Il Savoldo pittore bresciano. 9.3.964 ; L'oro di Pasqua. 25.3.964","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq195/object","La venexiana. 2.3.1964","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq172/object","Un incontro sul porto. (16.1.1963) ; La mostra bolognese di Piranesi. (28.1.1963)","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq172/object","Un incontro sul porto. (16.1.1963)","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq214/object","I disegni del Pontormo. 27.11.965","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq214/object","I disegni del Pontormo. 27.11.965 ; L'album Proust. 3.12.65","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq355/object","Varie, 3. Febbraio, 1950 ; Spicilegio 1.","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq355/object","Varie, 3. Febbraio, 1950","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq130/object","La Roma di Ingres","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq130/object","La Roma di Ingres ; Il primo giorno dell'anno. 27.12.60","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq231/object","Principio dell'autunno. 8.10.967","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq231/object","Principio dell'autunno. 8.10.967 ; Ritorno a Comacchio. 10.10.967 ; Il treno e il mare. 31.10.67","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq304/object","La sera d'ottobre con Charles Baudelaire : ultima versione. 18.10.76","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq113/object","Il Reno a Casteldebole. 8.1.960","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq113/object","Il Reno a Casteldebole. 8.1.960 ; Laforgue celibataire. 14.1.960 ; La casa vecchia. 3.2.1960","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq291/object","Il dramma di Rimbaud. 4.5.73","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq291/object","Il dramma di Rimbaud. 4.5.73 ; Il materassaio di Broccaindosso. 6.5.73","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq175/object","La Certosa di Modena : (Delfini - Stendhal). 7.3.63 ; Il pittore bolognese Athos Casarini. 16.3.63","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq175/object","La Certosa di Modena : (Delfini - Stendhal). 7.3.63","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq209/object","Gli oggetti di Chardin. 31.8.1965 ; Ricordo di Manara Valgimigli. 16.9.1965","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq209/object","Gli oggetti di Chardin. 31.8.1965","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq174/object","Gli scritti giovanili di Longhi. 18.2.963","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq174/object","Gli scritti giovanili di Longhi. 18.2.963 ; Barbara : (due parti). 2.3.963. 23.4.963","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq23/object","Varie. Aprile 1955 : 1. Carlo Porta","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq455/object","Histoires brisees","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq77/object","La festa di San Giuseppe : (Bepo) ; Georges Seurat in laguna. 19.3.1958","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq77/object","La festa di San Giuseppe : (Bepo)","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq366/object","La vecchia. 3. quaderno","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq204/object","La vecchia centrale termica. Aprile 965","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq241/object","Lady Macbeth : racconto. 14.1.1968","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq241/object","Lady Macbeth : racconto. 14.1.1968 ; Neve in ferrovia : racconto : (1957-1968). 12.2.1968","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq223/object","Presentazione mostra di De Pisis a Torino. Maggio 1966","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq377/object","Varie. Marzo 1953 ; Dare e avere","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq377/object","Varie. Marzo 1953","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq108/object","Radiguet in abito da sera. 7.8.'59 ; Paul Klee : appunti","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq108/object","Radiguet in abito da sera. 7.8.'59","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq210/object","L'esame di coscienza di un letterato","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq203/object","Ritrattino di anarchico. 16.1.1965","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq199/object","Mostra dell'arte romana nell'Italia settentrionale. 26.9.64","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq199/object","Mostra dell'arte romana nell'Italia settentrionale. 26.9.64 ; La natura morta a Napoli, 1. 10.10.64 ; Id. id. id. 2.","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq292/object","La stanza del Passerotti. 12.5.1973","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq292/object","La stanza del Passerotti. 12.5.1973 ; Peppino muratore e fumista. 28.5.73","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq98/object","Il tempo degli aeroplani ; Le Memorie di Casanova. (Marzo 1959)","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq98/object","Il tempo degli aeroplani","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq122/object","Quattro litografie di Soffici","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq38/object","Il salotto della contessa Teresa Carniani Malvezzi. 1956","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq64/object","Le poesie di Pasternak","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq64/object","Le poesie di Pasternak ; Diario fiammingo ; Contemporanei di Baudelaire. Settembre 1957","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq154/object","La rondine di Banquo. 6.2.1962","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq154/object","La rondine di Banquo. 6.2.1962 ; Oskar Kokoschka. 12.2.1962","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq201/object","Canova a Possagno","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq201/object","Canova a Possagno ; Fare un mestiere. 25.11.64","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq86/object","Sotto Villa Aldini. (Agosto 1958)","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq86/object","Sotto Villa Aldini. (Agosto 1958) ; I viaggi di Brandi. (8.9.58)","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq104/object","La favola del Mastelletta ; Le notti dell'Archiginnasio","10 carte"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq104/object","La favola del Mastelletta","10 carte"
