"Influenced Text by Giuseppe Raimondi","Influencing Text"
"https://w3id.org/giuseppe-raimondi-lod/pub-text/mostro-a-due-teste-1971","https://w3id.org/giuseppe-raimondi-lod/pub-text/preface-1925"
