"Text","Published version"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq303/text/1","https://w3id.org/giuseppe-raimondi-lod/pub-text/gelo-invernale-e-nostalgia-di-legna-accesa-19760607"
"https://w3id.org/giuseppe-raimondi-lod/notebook/rdq303/text/1","https://w3id.org/giuseppe-raimondi-lod/pub-text/i-tetti-sulla-citta-19731976/una-forca-per-il-poeta-francois-villon"
